episode,rmse_mean,rmse_se
1,0.4839839966744094,0.03926199082167391
2,0.5867645057954409,0.08899330157980313
3,0.5984675692793979,0.10960149977646719
4,0.534144004222785,0.08718972909637586
5,0.4523096296163276,0.044791402854204874
6,0.4161501993482243,0.023912673952850853
7,0.48983553026242754,0.06689549963323287
8,0.4867309608512608,0.05258708783059096
9,0.44145278116433156,0.055960999824031896
10,0.4255280785503592,0.04802960875578802
11,0.3632360878851396,0.05862772565364282
12,0.2960264644974506,0.05314952308577251
13,0.3003370239535047,0.05978743451427876
14,0.32088901428833155,0.04854622274168117
15,0.324554379831155,0.04381078169734185
16,0.327864084048124,0.04993648444808885
17,0.32060094394737054,0.05165475013563799
18,0.3225676722894779,0.04846229622371191
19,0.31850025101701085,0.0376619911587613
20,0.3203080995569548,0.03724864804807274
21,0.3201282371141542,0.04757193128121509
22,0.3282011941288048,0.0513331164823136
23,0.32113557148301786,0.05138809613335324
24,0.31169922591509586,0.060540884119736287
25,0.29576654673419,0.06376826530878169
26,0.27750784597578815,0.06813974583099523
27,0.2551444691553515,0.060361869982564396
28,0.267831887072778,0.06619444386559827
29,0.26941382492417876,0.061511084707865274
30,0.2619785195317125,0.06193860362851457
31,0.2486923360515881,0.0556064925257122
32,0.2549775706250132,0.05672365556986108
33,0.2531898334666242,0.058073228686317965
34,0.2588061675162117,0.05540684136201638
35,0.25417331858006537,0.057578434057031294
36,0.2561034533025373,0.06006439484528877
37,0.2492980367937696,0.05927313873831479
38,0.24421673958786766,0.05960919553311764
39,0.23836687791523903,0.05502128074727159
40,0.24414792141570357,0.05802698122261793
41,0.23329841039820237,0.058358131252791975
42,0.2299072353290637,0.05925151074182758
43,0.2264726633506966,0.058503129032444666
44,0.2267794066897466,0.058230870015890925
45,0.22702135869893256,0.05861652555789449
46,0.22206907702428236,0.05661268190766353
47,0.22146920234042677,0.05617711725458576
48,0.21535198746099113,0.05479975205740324
49,0.21151754426258243,0.05527543515037871
50,0.19909150917642576,0.0527121950424541
51,0.20049494424583086,0.0518696011138898
52,0.20068208903357757,0.05161293415502032
53,0.19752213822320652,0.05026219998425598
54,0.2027870714969199,0.048972559293702894
55,0.2039475371069291,0.04897467377104049
56,0.20139482711301498,0.04917295295935479
57,0.1960520729169084,0.04884712292456991
58,0.1945682296099785,0.049524333707427384
59,0.1944563469187019,0.049304101378417634
60,0.19329649418845704,0.048671366139236207
61,0.19312772723793917,0.04873706246542395
62,0.19238236089866995,0.04696242455529696
63,0.19159061600521568,0.0463209285009234
64,0.18907578292819913,0.04503260017031622
65,0.18778637862078434,0.046359729125493306
66,0.1906445771951514,0.04568714937049436
67,0.18918140987136675,0.045361773740669575
68,0.19157226917115672,0.04373397150541133
69,0.19426082991112048,0.04407726258349852
70,0.1970815089686983,0.04277918721159177
71,0.1970045212234956,0.04028372885277692
72,0.1948754726593047,0.04032398856039511
73,0.19444891697900257,0.03997009175806285
74,0.19534343937530455,0.0394587382432034
75,0.19653067047428502,0.04033115272014739
76,0.19596487188898631,0.04054368108928759
77,0.19799648693378988,0.042120510231303414
78,0.1962044471552368,0.041718578974359224
79,0.19414453994768907,0.04146719914179593
80,0.19368230942331185,0.04058505029452501
81,0.19329509747951798,0.03972621376265767
82,0.19365816636036462,0.0401513486575902
83,0.1938750622249597,0.04064424594606024
84,0.19304452376057396,0.04032216909325692
85,0.19036215386022232,0.03970717051701697
86,0.18761384723054886,0.03920700103203704
87,0.18799573902460326,0.03982620624713903
88,0.18826664265617465,0.03940294385579156
89,0.1874944283096952,0.039657455330343025
90,0.18863533590414158,0.04079165894777819
91,0.18860933102181893,0.040791707784478534
92,0.18877848614976173,0.04054497776081774
93,0.18890023002571815,0.04050793842781371
94,0.18882941129143188,0.041220190735413394
95,0.18793635933284236,0.04178677083536203
96,0.18945730935238844,0.040095535178379146
97,0.18729910578583078,0.039564684988566905
98,0.1874289838490891,0.03933344222133424
99,0.18578274083763555,0.03842415205866941
100,0.1865860786499412,0.03885323448945205
