episode,rmse_mean,rmse_se
1,0.622762352301694,0.10798993639317378
2,0.6548448233159415,0.13883738561259856
3,0.49154615519289846,0.12905818844725173
4,0.4405363611162952,0.012478499866818111
5,0.5172809355303712,0.0475522951932673
6,0.4993341511110326,0.057844992332306354
7,0.4271986789623492,0.04291846687624715
8,0.5124207211609266,0.05705466904940323
9,0.4773696262545088,0.0448738181159684
10,0.5586187455381364,0.04841067337325263
11,0.44587148707755786,0.07499107216415718
12,0.4105590622290401,0.0785318289171674
13,0.3958988702316982,0.06631331786611634
14,0.4168854498351645,0.045505424874095736
15,0.39195334986785413,0.04343422352856563
16,0.3413549170308444,0.04298640665045307
17,0.3374502376812597,0.04707202385708549
18,0.33294651251639407,0.048259365998225355
19,0.3346727246564606,0.05265744456673207
20,0.3451795033103252,0.060571033195083356
21,0.3369971871586876,0.06447001884487491
22,0.3272414853627542,0.05938306865902166
23,0.30837045846092537,0.05569326821876204
24,0.30370420675775944,0.043286426745672346
25,0.29757810190031997,0.03896352878052901
26,0.285358445742718,0.050848304280615306
27,0.28435004408379533,0.051723905279828196
28,0.284838051576629,0.0527166198333203
29,0.28772245669101365,0.04769594268604511
30,0.2696663154260004,0.048325057224761464
31,0.2630468862980281,0.04885895418074899
32,0.2523191834893064,0.05419414131236305
33,0.251436216331656,0.0537579697803146
34,0.24673548838831666,0.052919104714545334
35,0.2487955782607166,0.05389715483787948
36,0.24383470402564206,0.05591607205243894
37,0.23825558364186233,0.05829509766918366
38,0.23214576753902336,0.05734537728082326
39,0.22558872572268046,0.058614759844217476
40,0.2253842860829069,0.05840660497931363
41,0.22529107979133664,0.058421802991137826
42,0.22519754350577276,0.05857691634459899
43,0.22350036781382773,0.058163737539781095
44,0.22594846909500568,0.058239041425203246
45,0.22616609379784558,0.05724955039508641
46,0.22335538852408754,0.056600840325454725
47,0.2234682159062451,0.05620226412071236
48,0.22501931091063815,0.05486886312493045
49,0.22413277755195615,0.055766706888333815
50,0.2249841431871633,0.05543459854712459
51,0.22695381546732868,0.05489519789653662
52,0.22709448519280015,0.055241905500574194
53,0.22690578194538286,0.05548753899070669
54,0.22695802610017593,0.05601939433807799
55,0.22537336056326138,0.05532922429594708
56,0.2116156149441067,0.04748858033433742
57,0.20967149408152735,0.04713358508635713
58,0.20846913415801174,0.047769723959917694
59,0.208256982263244,0.04763695060200813
60,0.20813762073966108,0.047062804357073704
61,0.20770776303483815,0.04712699193905545
62,0.2044397885455731,0.046127646663058755
63,0.20304944111986156,0.04583040336479629
64,0.19562351641532164,0.040523750493316885
65,0.18930076089948528,0.04089526462199109
66,0.18921599629659286,0.040959636615608065
67,0.1886739571175947,0.041174573160326404
68,0.19029759754601913,0.0379179524836485
69,0.19208434252505255,0.03727420724825022
70,0.19610074234396666,0.03654711545320835
71,0.19588815096481224,0.03359383051102554
72,0.19681959733103838,0.034194952506025465
73,0.19724399340471682,0.03426147319519789
74,0.20255857148527517,0.03326725537859245
75,0.2019585373194343,0.03292076473945023
76,0.20305600703819962,0.032908434334024295
77,0.19327258989462198,0.028849468954840547
78,0.18976222495704193,0.029209559523298463
79,0.18568339727290484,0.028269212453789393
80,0.18373920960451068,0.02806058584808481
81,0.18460601443098873,0.027275328926091552
82,0.18611730095050094,0.02726266261858849
83,0.188243901111469,0.027906811241198662
84,0.18259718577772505,0.025510573168199175
85,0.18062515213702934,0.02440856148362789
86,0.1803268828398408,0.023977116022204568
87,0.18051167747019609,0.023847214234171497
88,0.1799708514197556,0.023478900901667932
89,0.1840574314120887,0.0245870739325638
90,0.18405337076269795,0.024411056478136493
91,0.1819800187025307,0.0232932864716006
92,0.18149299139113534,0.02299442882207905
93,0.18066321485721043,0.023625507251023765
94,0.1804423678066006,0.023792803303654526
95,0.177637528031413,0.022535146501601894
96,0.17648916546473528,0.020791334040925678
97,0.17616892852302127,0.020837870834551207
98,0.17826766673198655,0.021314548929903854
99,0.17740614341422237,0.02164638476379068
100,0.17831934109472777,0.022402678904308828
101,0.17523197706061974,0.022066819145432494
102,0.1759411091699647,0.02200096227288387
103,0.1757016015162377,0.021812044616247483
104,0.1754434196487496,0.021929889247613563
105,0.1745091580166195,0.021752365430730745
106,0.1744395226453494,0.022170435373933952
107,0.16942278117543316,0.021002247000263187
108,0.16591127008256307,0.01917032881502438
109,0.16806245134108652,0.018931204226500197
110,0.16799459335879058,0.01916331561807542
111,0.16763353324721833,0.018809060408808274
112,0.1650150801533922,0.01880990689895733
113,0.1661100609292996,0.018993949806969373
114,0.16701618536689453,0.019179280489665565
115,0.16504897440754301,0.020262426642714212
116,0.16553155281470563,0.019615802585173543
117,0.16189946534745442,0.01940202062181591
118,0.16201968406014836,0.019003319405366755
119,0.16123154565807538,0.01788125594298548
120,0.16153646189596443,0.01790903892337599
121,0.1614968583471062,0.017337020206064785
122,0.16238506334126546,0.016013959551460396
123,0.16313572194529652,0.01740561895557166
124,0.1642639952222686,0.016587460642472015
125,0.1640145421227887,0.015863996926240454
126,0.1597956457619576,0.016665467131221866
127,0.15816997674115396,0.018033808914677336
128,0.15756613168542,0.017971472934034845
129,0.15639745445830028,0.018374101484307178
130,0.1568874030082689,0.018006390882115825
131,0.15600831141082902,0.01849402990284206
132,0.15494291225573759,0.018657898916439247
133,0.15424746845076898,0.01773418889255024
134,0.1525888305060929,0.017446422779506136
135,0.15411638406008424,0.015659715347643464
136,0.15676951820063434,0.015435683889131427
137,0.15576711597897214,0.014948625606046461
138,0.15400471455925624,0.015589482895578991
139,0.15339141315029234,0.015550039609281904
140,0.15384036657421868,0.015060926768571962
141,0.15417740414918799,0.014641876977012755
142,0.15451619880494272,0.014388432843464747
143,0.15389734218267054,0.014384563170170235
144,0.1526217728685651,0.013485902395454363
145,0.15217544185534598,0.013440285401054061
146,0.15066026358535184,0.014172525049644513
147,0.1499196799363746,0.013434799522865656
148,0.148634610493903,0.013165843819804816
149,0.1491597216024981,0.013271235683711712
150,0.14778256214544944,0.013708972889118475
151,0.14569915740313338,0.012785009355621444
152,0.14977303864186772,0.011849515780988073
153,0.1472780998286333,0.013336791310102243
154,0.14583531492291715,0.013144748281858522
155,0.14488199891435655,0.012833113564358766
156,0.1445667475704098,0.012534992405021896
157,0.14513284604690052,0.012807733400528714
158,0.14405017774539958,0.012911702083272726
159,0.14451857724359707,0.012908849199559924
160,0.14713433833688588,0.013425781186511896
161,0.14530623206358262,0.013808736652638058
162,0.14602661280414542,0.013822737027027741
163,0.14561554629710563,0.01406762598809662
164,0.14184933551729603,0.014333962056296248
165,0.14361033289795588,0.014189464928256637
166,0.14341654445602864,0.01399527149006436
167,0.14314110255189832,0.014069119017959042
