,,,n,n,n,n,mean,mean,mean,mean,std,std,std,std,min,min,min,min,max,max,max,max,SE,SE,SE,SE
,,,E(T),PMC(K),PFV(K),Pr(K),E(T),PMC(K),PFV(K),Pr(K),E(T),PMC(K),PFV(K),Pr(K),E(T),PMC(K),PFV(K),Pr(K),E(T),PMC(K),PFV(K),Pr(K),E(T),PMC(K),PFV(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,,,,,,,
40,0.8,3200,8,8,8,8,88169.13255313324,6.460411257879e-06,0.008189155525001787,1.9100425795336106e-07,116452.67029508206,1.827280243880062e-05,0.00983888657539606,0.0,2.0654150991656297,0.0,2.2268470489261848e-07,1.9100425795336106e-07,228570.86294094645,5.1683290063032e-05,0.024923287185606883,1.9100425795336106e-07,41172.23642646687,6.460411257879e-06,0.003478571708393921,0.0
