,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),n(ET),PMC(K),time(MC),n(MC),n(RT),PFV(K),time(FV),n(FV),n(PT),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
27,[0.7],20,3200,50,1,0.6,12,3,1333,0.05374664093013696,227.29838615700714,999,0.00018636921623170033,518058.3923562423,726300,3565,0.00023645852414020784,467307.53183714993,726300,39680,0.00023951057653476344,1.1086027017787898,1.0
28,[0.7],20,3200,50,1,0.6,12,4,1343,0.05089923516105581,226.3046862521729,1010,0.00026919318701854267,518796.25047835585,726464,3830,0.00022491463170293537,467140.6089378762,726464,39248,0.00023951057653476344,1.1105783581049131,1.0
29,[0.7],20,3200,50,1,0.6,12,5,1353,0.05396606388399574,229.66893300934504,991,0.00024369503075799355,517497.6106642095,725238,3950,0.00023497328601165184,467334.3805675148,725238,39412,0.00023951057653476344,1.1073390535397336,1.0
30,[0.7],20,3200,50,1,0.6,12,6,1363,0.05117394438134511,235.08344200939027,968,0.0003618844965492772,516377.47696530516,726118,3973,0.0002176841718154739,466963.9689484254,726118,39765,0.00023951057653476344,1.1058186740363631,1.0
31,[0.7],20,3200,50,1,0.6,12,7,1373,0.054068746946314625,256.0324220233836,892,0.00026432814897319905,517379.51280957926,725409,4016,0.0002111792972117277,467395.8187610698,725409,40033,0.00023951057653476344,1.1069408241199112,1.0
32,[0.7],20,3200,50,1,0.6,12,8,1383,0.057187774581690755,237.79873866074766,958,0.00025681720396573965,518496.3187348544,727424,3744,0.0002404881325433644,467680.42847316037,727424,39739,0.00023951057653476344,1.1086551567436616,1.0
33,[0.7],20,3200,50,1,0.8,16,1,1313,0.22442429248413323,921.4556949558599,238,0.00025930462591476953,516689.64524987503,725158,749,0.00024355407830528816,465564.69894891314,725158,61343,0.00023951057653476344,1.1098127637606217,1.0
34,[0.7],20,3200,50,1,0.8,16,2,1323,0.24426461844305736,898.4990683614891,252,0.000325566307685507,516995.1037498103,724756,881,0.00027185851053635536,466170.543118319,724756,61824,0.00023951057653476344,1.109025680369065,1.0
35,[0.7],20,3200,50,1,0.8,16,3,1333,0.2378019651926288,902.990680680381,251,0.00018825230549677181,516023.07579089113,724282,851,0.0002633493016931813,465889.1956068791,724282,61285,0.00023951057653476344,1.1076090208932756,1.0
36,[0.7],20,3200,50,1,0.8,16,4,1343,0.23295241297283323,936.5425535131269,236,0.0002701717721403978,516917.12636420334,723451,981,0.00024873660262311623,465693.76442127017,723451,61057,0.00023951057653476344,1.109993660762432,1.0
37,[0.7],20,3200,50,1,0.8,16,5,1353,0.22017558926701727,1121.0705886926755,203,0.0002451622259661818,514400.60005573137,722084,912,0.00019639761446580513,465738.40509773395,722084,60797,0.00023951057653476344,1.1044839644430564,1.0
38,[0.7],20,3200,50,1,0.8,16,6,1363,0.2195743165951578,968.3519496158679,235,0.00036348304164885543,514106.5245665606,724427,991,0.00022675052875378623,465613.46381992113,724427,61353,0.00023951057653476344,1.1041487510880794,1.0
39,[0.7],20,3200,50,1,0.8,16,7,1373,0.24325616547475082,1143.905061886846,199,0.0002651887742180289,515700.44524273125,723219,1079,0.00021265415599569528,466223.5016955066,723219,61276,0.00023951057653476344,1.106122800260589,1.0
40,[0.7],20,3200,50,1,0.8,16,8,1383,0.23224602359834856,903.9209009402706,252,0.00025888333106856244,514358.2411984208,724315,1015,0.00025693179940497354,466249.0559592266,724315,61110,0.00023951057653476344,1.103183448039842,1.0
