,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),PMC(K),PFV(K),Pr(K),maxtime(MC),maxtime(FV),ratio_maxtime_mc_fv
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,1.0,1313.0,0.0,4.791114352890974,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,2.0,1314.0,0.0,4.6948930589654845,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,3.0,1315.0,0.0,4.850490338516509,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,4.0,1316.0,0.0,4.723052528480623,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,5.0,1317.0,0.0,4.713888633014805,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,6.0,1318.0,0.0,4.750060618283042,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,7.0,1319.0,0.0,4.835070251120325,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,8.0,1320.0,0.0,4.709123354507934,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,9.0,1321.0,0.0,4.688652039081932,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,10.0,1322.0,0.0,4.768242148206312,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,11.0,1323.0,0.0,4.763295282610917,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.025,1.0,12.0,1324.0,0.0,4.779957156287889,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,1.0,1313.0,1.8103177106831868e-05,114.35014960845676,0.0,1.583135410737849e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,2.0,1314.0,3.90171066029202e-05,122.798194573327,0.0,3.1773355250448535e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,3.0,1315.0,2.4524198579053147e-06,120.04240193932104,0.0,2.042961335566213e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,4.0,1316.0,0.0,107.57041614692106,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,5.0,1317.0,0.0,109.00110607751039,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,6.0,1318.0,7.121479927817324e-06,114.60372944057633,0.0,6.214003647682262e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,7.0,1319.0,0.0,109.43349693755525,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,8.0,1320.0,0.0,113.01977188229628,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,9.0,1321.0,6.073087331454271e-06,116.96722844050137,0.0,5.192127241472183e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,10.0,1322.0,8.65329325053068e-06,97.02712657340071,0.0,8.918426790660951e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,11.0,1323.0,0.0,111.15491824710642,0.0,0.0,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.25,10.0,12.0,1324.0,2.6845239917011038e-06,117.16518552586635,0.0,2.2912300950596337e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,1.0,1313.0,0.0022510638947244397,5700.487748245928,0.0,3.948896996431761e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,2.0,1314.0,0.0009619397178047345,2339.29086412694,0.0,4.1120996647150393e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,3.0,1315.0,0.0004696964135995649,2910.652174360606,0.0,1.6137153650203667e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,4.0,1316.0,0.0009199709650275446,2869.113283278811,0.0,3.2064644166862786e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,5.0,1317.0,0.00011821207843331117,4824.821011192583,0.0,2.4500821514224816e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,6.0,1318.0,0.00024967070603849716,4718.939180525212,0.0,5.2908227143268485e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,7.0,1319.0,0.0007863914683159651,3579.718806998363,0.0,2.19679676174164e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,8.0,1320.0,0.00024094825792200043,4087.327638939488,0.0,5.895007183336976e-08,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,9.0,1321.0,0.0006205188767419533,3056.3099266015583,0.0,2.0302878034098286e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,10.0,1322.0,0.0003631433194476069,2412.9780915983565,0.0,1.504959040913052e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,11.0,1323.0,0.0003837614959826118,3783.7871505285175,0.0,1.0142259083706867e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
0,0.7,40.0,1200.0,50.0,1.0,0.5,20.0,12.0,1324.0,0.000774360093433946,2538.968095718515,0.0,3.0499008425499966e-07,1.9100425795336106e-07,85714.28571428571,71.42857142857143,1.0
