,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
40.0,0.25,800.0,12,12,12,0.0,1.2877743340267057e-07,1.9100425795336106e-07,0.0,2.1827762498405435e-07,0.0,0.0,0.0,1.9100425795336106e-07,0.0,6.532687699635605e-07,1.9100425795336106e-07,0.0,6.301132277130799e-08,0.0
40.0,0.5,800.0,12,12,12,0.0,1.2031576547952904e-07,1.9100425795336106e-07,0.0,2.488545203037592e-07,0.0,0.0,0.0,1.9100425795336106e-07,0.0,8.254424943720611e-07,1.9100425795336106e-07,0.0,7.183811214321528e-08,0.0
40.0,1.0,800.0,12,12,12,0.0,0.0,1.9100425795336106e-07,0.0,0.0,0.0,0.0,0.0,1.9100425795336106e-07,0.0,0.0,1.9100425795336106e-07,0.0,0.0,0.0
