,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
5.0,0.4,20.0,2,2,2,0.0681820464550284,0.05462203950562489,0.05714392571663656,0.0005907454617635709,0.006143447201066207,0.0,0.0677643263330602,0.05027796632988946,0.05714392571663656,0.06859976657699661,0.05896611268136032,0.05714392571663656,0.00041772012196819927,0.00434407317573543,0.0
5.0,1.0,20.0,2,2,2,0.06804242815119947,0.040509787618725014,0.05714392571663656,0.0007481000178951436,0.03405441266555358,0.0,0.06751344155554004,0.01642968149358703,0.05714392571663656,0.0685714147468589,0.064589893743863,0.05714392571663656,0.0005289865956594335,0.024080106125137984,0.0
10.0,0.4,40.0,2,2,2,0.010609690893588902,0.007314100793695948,0.00864520134824504,0.0036198558341592607,0.0045460267782220475,0.0,0.008050066286337202,0.0040995744313595045,0.00864520134824504,0.0131693155008406,0.01052862715603239,0.00864520134824504,0.0025596246072517,0.0032145263623364426,0.0
10.0,1.0,40.0,2,2,2,0.010404413749221077,0.009067363542298973,0.00864520134824504,0.0033964914275371235,0.00469428661192813,0.0,0.0080027316285676,0.005748001646171369,0.00864520134824504,0.012806095869874554,0.012386725438426578,0.00864520134824504,0.0024016821206534773,0.003319361896127604,0.0
