,rhos,K,N,nmeantimes,buffer_size_activation,buffer_size_activation_value,burnin_cycles_absorption,rep,seed,Pr(MC),EMC(T),time(MC),n(MC),n(RT),Pr(FV),integral,E(T),n(FV),n(PT),n(ET),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
11,"[0.4, 0.75, 0.35]",40,1000,80,0.2,8,3,4,1343,,,,,,5.759388556034576e-06,5.840727251575055e-05,10.14122800493336,492732,887,887,3.939624007386781e-06,,
12,"[0.4, 0.75, 0.35]",40,1000,80,0.2,8,3,5,1353,,,,,,1.336140794932531e-05,0.0001424864826191647,10.664032051080337,464370,886,886,3.939624007386781e-06,,
13,"[0.4, 0.75, 0.35]",40,1000,80,0.2,8,3,6,1363,,,,,,6.234316202422458e-07,5.71165460717838e-06,9.16163765475837,379394,883,883,3.939624007386781e-06,,
14,"[0.4, 0.75, 0.35]",40,1000,80,0.2,8,3,7,1373,,,,,,2.6274801906589884e-06,2.6893367123236235e-05,10.235421457731794,423218,896,896,3.939624007386781e-06,,
15,"[0.4, 0.75, 0.35]",40,1000,80,0.2,8,3,8,1383,,,,,,5.467662705262436e-06,5.0040743204474934e-05,9.152126951121629,396424,896,896,3.939624007386781e-06,,
16,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,1,1313,,,,,,7.615038769952549e-06,5.846697889259838e-05,7.677830758169955,400046,679,679,3.939624007386781e-06,,
17,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,2,1323,,,,,,1.3092350707010778e-06,1.201411677387126e-05,9.176439772147154,320198,698,698,3.939624007386781e-06,,
18,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,3,1333,,,,,,2.5623157194984573e-05,0.0002293423260339666,8.950588106248578,400505,658,658,3.939624007386781e-06,,
19,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,4,1343,,,,,,1.1261050626978722e-06,8.173833773344179e-06,7.258500156070405,324210,667,667,3.939624007386781e-06,,
20,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,5,1353,,,,,,7.661446170982099e-07,6.89168387452438e-06,8.995278072469906,332571,680,680,3.939624007386781e-06,,
21,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,6,1363,,,,,,1.2329695001588405e-05,9.36889807672885e-05,7.598645445424139,328918,649,649,3.939624007386781e-06,,
22,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,7,1373,,,,,,1.3372915073284384e-05,0.00013149800202558125,9.833159135832707,400620,667,667,3.939624007386781e-06,,
23,"[0.4, 0.75, 0.35]",40,1000,80,0.3,12,2,8,1383,,,,,,1.6354589610940174e-06,1.5826894596876406e-05,9.677341329487856,360166,691,691,3.939624007386781e-06,,
24,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,1,1313,,,,,,4.228217054245887e-05,0.0002245238465586075,5.3101305746152585,340059,622,622,3.939624007386781e-06,,
25,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,2,1323,,,,,,1.976569189521654e-05,0.00012389771571287464,6.268321714700962,309282,567,567,3.939624007386781e-06,,
26,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,3,1333,,,,,,1.2889043192179749e-05,7.559493937150922e-05,5.865054391110693,323598,595,595,3.939624007386781e-06,,
27,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,4,1343,,,,,,3.6043072176055274e-05,0.00021500970319516825,5.965354510984417,358117,596,596,3.939624007386781e-06,,
28,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,5,1353,,,,,,1.5461971274768577e-05,8.95095890239459e-05,5.789015348257114,320139,579,579,3.939624007386781e-06,,
29,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,6,1363,,,,,,3.793145384833871e-05,0.00022690457960979586,5.981963689475974,368798,609,609,3.939624007386781e-06,,
30,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,7,1373,,,,,,4.074441035190839e-05,0.0002411610320482506,5.918874023831715,339695,590,590,3.939624007386781e-06,,
31,"[0.4, 0.75, 0.35]",40,1000,80,0.4,16,2,8,1383,,,,,,0.00013107408480319605,0.0008635694517081192,6.588407258419875,381546,578,578,3.939624007386781e-06,,
32,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,1,1313,,,,,,0.0002425174566651986,0.0011732532030674543,4.837809282682523,319242,685,685,3.939624007386781e-06,,
33,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,2,1323,,,,,,0.0005460711788787107,0.002912835809955585,5.334168735908625,396901,679,679,3.939624007386781e-06,,
34,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,3,1333,,,,,,0.0007917134509342651,0.004234269438235753,5.348234810510146,387170,685,685,3.939624007386781e-06,,
35,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,4,1343,,,,,,0.00021960812531581484,0.001085925062813923,4.944830985885755,368626,654,654,3.939624007386781e-06,,
36,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,5,1353,,,,,,0.0002485380557982071,0.0014542223744317677,5.851105456511976,292984,677,677,3.939624007386781e-06,,
37,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,6,1363,,,,,,0.00025647966190654135,0.0012886191491452202,5.024254709189301,402950,704,704,3.939624007386781e-06,,
38,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,7,1373,,,,,,0.00019849278859787077,0.0009099065778332701,4.584078768104075,333704,651,651,3.939624007386781e-06,,
39,"[0.4, 0.75, 0.35]",40,1000,80,0.5,20,1,8,1383,,,,,,0.00015342040008088225,0.0007924888364214802,5.165472362239215,308372,664,664,3.939624007386781e-06,,
40,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,1,1313,,,,,,0.0007438076144533435,0.0035696989729347758,4.7992234867860315,259180,652,652,3.939624007386781e-06,,
41,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,2,1323,,,,,,0.001373836865521694,0.006693584085741107,4.87218261041446,393820,666,666,3.939624007386781e-06,,
42,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,3,1333,,,,,,0.0013598840030642934,0.006812622434123825,5.00970848893921,377443,696,696,3.939624007386781e-06,,
43,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,4,1343,,,,,,0.0011409585532283298,0.005358478184900915,4.696470498195714,386794,659,659,3.939624007386781e-06,,
44,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,5,1353,,,,,,0.0012275788954116897,0.0059538960137971875,4.85011271866192,339687,678,678,3.939624007386781e-06,,
45,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,6,1363,,,,,,0.001590650217902239,0.008128185984656066,5.109976972420483,392204,681,681,3.939624007386781e-06,,
46,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,7,1373,,,,,,0.0005552833593127505,0.002670301397786416,4.808898651476481,317974,685,685,3.939624007386781e-06,,
47,"[0.4, 0.75, 0.35]",40,1000,80,0.6,24,1,8,1383,,,,,,0.001113066534922655,0.005189954014355492,4.6627527209917705,399145,669,669,3.939624007386781e-06,,
