,K,nparticles,nmeantimes,rep,seed,integral,E(T),PMC(K),PFV1(K),PFV2(K),Pr(K)
336,40,400,20,6,2147,0,3.80451113,0,0,0,4.55E-13
337,40,400,20,7,2167,0,3.658302627,0,0,0,4.55E-13
338,40,400,20,8,1990,0,3.719331175,0,0,0,4.55E-13
339,40,400,20,9,2453,0,3.713649081,0,0,0,4.55E-13
340,40,400,20,10,2527,0,3.688485697,0,0,0,4.55E-13
341,40,400,40,1,1717,0,3.94537554,0,0,0,4.55E-13
342,40,400,40,2,1782,0,3.847856016,0,0,0,4.55E-13
343,40,400,40,3,1901,0,3.823566001,0,0,0,4.55E-13
344,40,400,40,4,1996,0,3.87254213,0,0,0,4.55E-13
345,40,400,40,5,1753,0,3.877816675,0,0,0,4.55E-13
346,40,400,40,6,1787,0,3.850640409,0,0,0,4.55E-13
347,40,400,40,7,2107,0,3.809980767,0,0,0,4.55E-13
348,40,400,40,8,2053,0,3.910860797,0,0,0,4.55E-13
349,40,400,40,9,2181,0,3.819505823,0,0,0,4.55E-13
350,40,400,40,10,2041,0,3.863399837,0,0,0,4.55E-13
351,40,400,80,1,1717,0,3.955985062,0,0,0,4.55E-13
352,40,400,80,2,1719,0,3.962252686,0,0,0,4.55E-13
353,40,400,80,3,1813,0,3.943232804,0,0,0,4.55E-13
354,40,400,80,4,1738,0,3.961782751,0,0,0,4.55E-13
355,40,400,80,5,1841,0,3.91344821,0,0,0,4.55E-13
356,40,400,80,6,1727,0,3.899066588,0,0,0,4.55E-13
357,40,400,80,7,1903,0,3.920283149,0,0,0,4.55E-13
358,40,400,80,8,1815,0,3.949778339,0,0,0,4.55E-13
359,40,400,80,9,1837,0,3.957428805,0,0,0,4.55E-13
360,40,400,80,10,2131,0,3.916123247,0,0,0,4.55E-13
361,80,100,20,1,1717,0,3.833774632,0,0,0,4.14E-25
362,80,100,20,2,1816,0,3.958001029,0,0,0,4.14E-25
363,80,100,20,3,1829,0,3.92280554,0,0,0,4.14E-25
364,80,100,20,4,1996,0,3.700877404,0,0,0,4.14E-25
365,80,100,20,5,1893,0,3.806894615,0,0,0,4.14E-25
366,80,100,20,6,1877,0,3.719907442,0,0,0,4.14E-25
367,80,100,20,7,2005,0,3.855740566,0,0,0,4.14E-25
368,80,100,20,8,2291,0,3.563788634,0,0,0,4.14E-25
369,80,100,20,9,1797,0,3.762946462,0,0,0,4.14E-25
370,80,100,20,10,1789,0,3.79490823,0,0,0,4.14E-25
371,80,100,40,1,1717,0,3.8591431,0,0,0,4.14E-25
372,80,100,40,2,1744,0,3.819111593,0,0,0,4.14E-25
373,80,100,40,3,1739,0,3.857828184,0,0,0,4.14E-25
374,80,100,40,4,1939,0,3.791296973,0,0,0,4.14E-25
375,80,100,40,5,1941,0,4.036349047,0,0,0,4.14E-25
376,80,100,40,6,1732,0,3.827845157,0,0,0,4.14E-25
377,80,100,40,7,2089,0,3.856993278,0,0,0,4.14E-25
378,80,100,40,8,2242,0,3.799737722,0,0,0,4.14E-25
379,80,100,40,9,2157,0,3.892540671,0,0,0,4.14E-25
380,80,100,40,10,2086,0,3.939897611,0,0,0,4.14E-25
381,80,100,80,1,1717,0,3.933256118,0,0,0,4.14E-25
382,80,100,80,2,1769,0,3.873089265,0,0,0,4.14E-25
383,80,100,80,3,1873,0,3.871165585,0,0,0,4.14E-25
384,80,100,80,4,1945,0,3.882854278,0,0,0,4.14E-25
385,80,100,80,5,1921,0,3.930274763,0,0,0,4.14E-25
386,80,100,80,6,1897,0,3.990478304,0,0,0,4.14E-25
387,80,100,80,7,1729,0,3.825180386,0,0,0,4.14E-25
388,80,100,80,8,1983,0,4.085927116,0,0,0,4.14E-25
389,80,100,80,9,2461,0,3.908955253,0,0,0,4.14E-25
390,80,100,80,10,2302,0,3.901085042,0,0,0,4.14E-25
391,80,200,20,1,1717,0,3.60916653,0,0,0,4.14E-25
392,80,200,20,2,1781,0,3.762922433,0,0,0,4.14E-25
393,80,200,20,3,1777,0,3.637947465,0,0,0,4.14E-25
394,80,200,20,4,1999,0,3.689806884,0,0,0,4.14E-25
395,80,200,20,5,1949,0,3.721167269,0,0,0,4.14E-25
396,80,200,20,6,1842,0,3.679338118,0,0,0,4.14E-25
397,80,200,20,7,1825,0,3.655095352,0,0,0,4.14E-25
398,80,200,20,8,2151,0,3.840636388,0,0,0,4.14E-25
399,80,200,20,9,1741,0,3.709232777,0,0,0,4.14E-25
400,80,200,20,10,2212,0,3.672300891,0,0,0,4.14E-25
401,80,200,40,1,1717,0,3.879983263,0,0,0,4.14E-25
402,80,200,40,2,1816,0,3.94333282,0,0,0,4.14E-25
403,80,200,40,3,1837,0,3.784983216,0,0,0,4.14E-25
404,80,200,40,4,1864,0,3.848413127,0,0,0,4.14E-25
405,80,200,40,5,1721,0,3.835955832,0,0,0,4.14E-25
406,80,200,40,6,2197,0,3.925865123,0,0,0,4.14E-25
407,80,200,40,7,1993,0,3.816391365,0,0,0,4.14E-25
408,80,200,40,8,2319,0,3.809110987,0,0,0,4.14E-25
409,80,200,40,9,2253,0,3.881373211,0,0,0,4.14E-25
410,80,200,40,10,1978,0,3.724018463,0,0,0,4.14E-25
411,80,200,80,1,1717,0,3.927638804,0,0,0,4.14E-25
412,80,200,80,2,1722,0,3.99542169,0,0,0,4.14E-25
413,80,200,80,3,1729,0,3.96266525,0,0,0,4.14E-25
414,80,200,80,4,1870,0,3.92697976,0,0,0,4.14E-25
415,80,200,80,5,1865,0,4.015527216,0,0,0,4.14E-25
416,80,200,80,6,2167,0,3.953880132,0,0,0,4.14E-25
417,80,200,80,7,1741,0,3.919535024,0,0,0,4.14E-25
418,80,200,80,8,1850,0,4.013769311,0,0,0,4.14E-25
419,80,200,80,9,1749,0,3.893171985,0,0,0,4.14E-25
420,80,200,80,10,2230,0,3.841773374,0,0,0,4.14E-25
421,80,400,20,1,1717,0,3.736870065,0,0,0,4.14E-25
422,80,400,20,2,1766,0,3.702405207,0,0,0,4.14E-25
423,80,400,20,3,1811,0,3.800405382,0,0,0,4.14E-25
424,80,400,20,4,1777,0,3.69887262,0,0,0,4.14E-25
425,80,400,20,5,1737,0,3.697064759,0,0,0,4.14E-25
426,80,400,20,6,2147,0,3.80451113,0,0,0,4.14E-25
427,80,400,20,7,2167,0,3.658302627,0,0,0,4.14E-25
428,80,400,20,8,1990,0,3.719331175,0,0,0,4.14E-25
429,80,400,20,9,2453,0,3.713649081,0,0,0,4.14E-25
430,80,400,20,10,2527,0,3.688485697,0,0,0,4.14E-25
431,80,400,40,1,1717,0,3.94537554,0,0,0,4.14E-25
432,80,400,40,2,1782,0,3.847856016,0,0,0,4.14E-25
433,80,400,40,3,1901,0,3.823566001,0,0,0,4.14E-25
434,80,400,40,4,1996,0,3.87254213,0,0,0,4.14E-25
435,80,400,40,5,1753,0,3.877816675,0,0,0,4.14E-25
436,80,400,40,6,1787,0,3.850640409,0,0,0,4.14E-25
437,80,400,40,7,2107,0,3.809980767,0,0,0,4.14E-25
438,80,400,40,8,2053,0,3.910860797,0,0,0,4.14E-25
439,80,400,40,9,2181,0,3.819505823,0,0,0,4.14E-25
440,80,400,40,10,2041,0,3.863399837,0,0,0,4.14E-25
441,80,400,80,1,1717,0,3.955985062,0,0,0,4.14E-25
442,80,400,80,2,1719,0,3.962252686,0,0,0,4.14E-25
443,80,400,80,3,1813,0,3.943232804,0,0,0,4.14E-25
444,80,400,80,4,1738,0,3.961782751,0,0,0,4.14E-25
445,80,400,80,5,1841,0,3.91344821,0,0,0,4.14E-25
446,80,400,80,6,1727,0,3.899066588,0,0,0,4.14E-25
447,80,400,80,7,1903,0,3.920283149,0,0,0,4.14E-25
448,80,400,80,8,1815,0,3.949778339,0,0,0,4.14E-25
449,80,400,80,9,1837,0,3.957428805,0,0,0,4.14E-25
450,80,400,80,10,2131,0,3.916123247,0,0,0,4.14E-25
