,E(T),K,PFV1(K),PFV2(K),PMC(K),Pr(K),buffer_size_activation,buffer_size_activation_value,integral,nmeantimes,nparticles,rep,seed
9,7.862733073520956,10.0,0.00011142070565529421,0.0,0.0005697119656971407,0.0004885197850512946,0.2,2.0,0.0008760712674309251,30.0,200.0,8.0,1724.0
10,7.981279831154233,10.0,0.0002626729246437625,0.0,0.0003265507094352146,0.0004885197850512946,0.2,2.0,0.0020964661156495576,30.0,400.0,1.0,1717.0
10,7.915133269203353,10.0,0.00026925801838585775,0.0,0.0009288113260090465,0.0004885197850512946,0.2,2.0,0.002131213099325671,30.0,400.0,2.0,1718.0
10,7.991759304833597,10.0,0.00045145716883634686,0.0,0.0003702164201744413,0.0004885197850512946,0.2,2.0,0.003607937029781707,30.0,400.0,3.0,1719.0
10,8.009972946063646,10.0,0.000452489963583695,0.0,0.0005843160755702988,0.0004885197850512946,0.2,2.0,0.003624432366670722,30.0,400.0,4.0,1720.0
10,7.838069006030241,10.0,0.0003853785486699258,0.0,0.0006431396541032129,0.0004885197850512946,0.2,2.0,0.0030206236579186623,30.0,400.0,5.0,1721.0
10,8.029289178456967,10.0,0.0003593849246622548,0.0,0.0008808945552321511,0.0004885197850512946,0.2,2.0,0.002885605486491215,30.0,400.0,6.0,1722.0
10,7.944051011655603,10.0,0.0004911510503987298,0.0,0.0003703784674975503,0.0004885197850512946,0.2,2.0,0.0039017289987957416,30.0,400.0,7.0,1723.0
10,7.931868199191324,10.0,0.00019116517793545782,0.0,0.0005229163737060437,0.0004885197850512946,0.2,2.0,0.0015162969956590087,30.0,400.0,8.0,1724.0
11,31.823425711157224,10.0,6.375673756713723e-05,5.272680414581063e-05,0.0002679314843216803,0.0004885197850512946,0.4,4.0,0.0020289578015535385,30.0,200.0,1.0,1717.0
11,33.921087731769035,10.0,0.00019556801666506296,0.0003212439781308867,0.0003630801856356967,0.0004885197850512946,0.4,4.0,0.006633879850823669,30.0,200.0,2.0,1718.0
11,36.71136508057719,10.0,0.00035614234820728727,0.0014699310277939788,9.437923472880646e-05,0.0004885197850512946,0.4,4.0,0.013074471765691768,30.0,200.0,3.0,1719.0
11,34.43271288511525,10.0,0.00023365696051292232,0.0008078269281397732,0.0009179082440138905,0.0004885197850512946,0.4,4.0,0.008045443034950165,30.0,200.0,4.0,1720.0
11,37.104233461186254,10.0,0.0002524356481706037,0.00011207891480465185,0.0007539875015424725,0.0004885197850512946,0.4,4.0,0.009366431223647954,30.0,200.0,5.0,1721.0
11,33.48168403075856,10.0,0.0003719499961698901,0.0019218034016863512,9.372770136142469e-05,0.0004885197850512946,0.4,4.0,0.012453512247002117,30.0,200.0,6.0,1722.0
11,34.24491215547105,10.0,0.0002084469980947853,0.0004667128576874801,0.0005935310613321832,0.0004885197850512946,0.4,4.0,0.007138249138827564,30.0,200.0,7.0,1723.0
11,32.82634861794187,10.0,0.00045479943623033834,0.002647390689727356,0.0005697684517421138,0.0004885197850512946,0.4,4.0,0.014929404844940508,30.0,200.0,8.0,1724.0
12,32.43268904529589,10.0,0.00026213659883391025,0.0013499783048666464,0.0003267685486519625,0.0004885197850512946,0.4,4.0,0.008501794797371684,30.0,400.0,1.0,1717.0
12,33.990339474151405,10.0,0.00046791715244155904,0.0020441619044188225,0.0009298803095022045,0.0004885197850512946,0.4,4.0,0.015904662857266844,30.0,400.0,2.0,1718.0
12,33.65078353381148,10.0,0.0004104186077297187,0.0016995656553810562,0.00037439019161947647,0.0004885197850512946,0.4,4.0,0.013810907726961051,30.0,400.0,3.0,1719.0
12,33.343803077922125,10.0,0.00040454376922529977,0.0018453792757926054,0.000586524833444612,0.0004885197850512946,0.4,4.0,0.013489027777448767,30.0,400.0,4.0,1720.0
12,35.282792001120605,10.0,0.00033838017385303353,0.0009466625786277193,0.0006440876638983907,0.0004885197850512946,0.4,4.0,0.011938997291359612,30.0,400.0,5.0,1721.0
12,32.12743746688267,10.0,0.00034161530871783073,0.0014968949521038236,0.0008814980041664549,0.0004885197850512946,0.4,4.0,0.010975224468561924,30.0,400.0,6.0,1722.0
12,34.43851487541825,10.0,0.0003101968921268261,0.0009378030144052912,0.0003719072073091107,0.0004885197850512946,0.4,4.0,0.01068272028381821,30.0,400.0,7.0,1723.0
12,33.37701377401193,10.0,0.00038229336524371507,0.0018623196024235146,0.0005226526399375923,0.0004885197850512946,0.4,4.0,0.012759810917452851,30.0,400.0,8.0,1724.0
13,148.17264410461775,10.0,0.00024378482675996342,0.002576582138517516,0.0002704584194405232,0.0004885197850512946,0.6,6.0,0.036122242373609954,30.0,200.0,1.0,1717.0
13,163.18979980289689,10.0,0.00032566934757481995,0.0030420401906084654,0.00036391429258956934,0.0004885197850512946,0.6,6.0,0.05314591563267491,30.0,200.0,2.0,1718.0
13,207.82113490062196,10.0,0.00024077495036435784,0.0017895553021055669,9.476706438261402e-05,0.0004885197850512946,0.6,6.0,0.050038123440361765,30.0,200.0,3.0,1719.0
13,127.00213568691147,10.0,0.00040737403295300784,0.002633429180294075,0.0009841381313484417,0.0004885197850512946,0.6,6.0,0.05173737220842225,30.0,200.0,4.0,1720.0
13,134.16258752868634,10.0,0.00027344807044770857,0.0015954719111872114,0.000754435385595147,0.0004885197850512946,0.6,6.0,0.036686500685991094,30.0,200.0,5.0,1721.0
13,122.30280300965691,10.0,0.00046876130285460803,0.0032318105130522646,9.373370857448491e-05,0.0004885197850512946,0.6,6.0,0.05733082128157725,30.0,200.0,6.0,1722.0
13,145.3212290877963,10.0,0.00032123126181865557,0.0022455654732176037,0.0005935753231037202,0.0004885197850512946,0.6,6.0,0.04668172178891072,30.0,200.0,7.0,1723.0
13,164.02490345857353,10.0,0.00040572972641077796,0.00213388958722312,0.0005701395774061647,0.0004885197850512946,0.6,6.0,0.0665497792048013,30.0,200.0,8.0,1724.0
14,148.3470799850708,10.0,0.0003335229853470428,0.0020673562462998132,0.0003299655964300349,0.0004885197850512946,0.6,6.0,0.04947716098413735,30.0,400.0,1.0,1717.0
14,148.78187875767705,10.0,0.00038053702886636857,0.002632947344932004,0.0009360556077220692,0.0004885197850512946,0.6,6.0,0.0566170140916027,30.0,400.0,2.0,1718.0
14,182.89582422170395,10.0,0.00021903712981732244,0.0013744559391804217,0.0003764568986020148,0.0004885197850512946,0.6,6.0,0.040060976393095554,30.0,400.0,3.0,1719.0
14,120.56894748758187,10.0,0.0003954364956487779,0.0024989501299374287,0.0005873811875377427,0.0004885197850512946,0.6,6.0,0.0476773620785509,30.0,400.0,4.0,1720.0
14,123.963201366268,10.0,0.0004225906498545129,0.002474664639067197,0.0006551357750318266,0.0004885197850512946,0.6,6.0,0.052385689823417035,30.0,400.0,5.0,1721.0
14,118.48903849633172,10.0,0.0004210426311802367,0.0029051409100508117,0.0008826869441823645,0.0004885197850512946,0.6,6.0,0.04988893653451187,30.0,400.0,6.0,1722.0
14,132.14341464347902,10.0,0.00034998471312380064,0.0023648530360745263,0.0003736977214603248,0.0004885197850512946,0.6,6.0,0.04624817506519744,30.0,400.0,7.0,1723.0
14,136.71423136862072,10.0,0.0003144364458832091,0.0030426427381126655,0.000524249159552928,0.0004885197850512946,0.6,6.0,0.04298793701320384,30.0,400.0,8.0,1724.0
15,4.055394783278675,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,1.0,1717.0
15,4.021136348653811,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,2.0,1718.0
15,3.8551036312104667,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,3.0,1719.0
15,3.969459380613107,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,4.0,1720.0
15,3.9384535290576914,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,5.0,1721.0
15,4.020884849541768,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,6.0,1722.0
15,3.979629925368623,20.0,1.7122395285123682e-06,0.0,0.0,4.768373855769089e-07,1.0,1.0,6.814079667066882e-06,30.0,200.0,7.0,1723.0
15,3.9930085422596093,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,200.0,8.0,1724.0
16,3.9832029613734163,20.0,2.4557513565511046e-07,0.0,0.0,4.768373855769089e-07,1.0,1.0,9.781756075811145e-07,30.0,400.0,1.0,1717.0
16,3.9866749837064472,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,2.0,1718.0
16,3.917666996321196,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,3.0,1719.0
16,3.92095351756613,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,4.0,1720.0
16,3.9745414285551415,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,5.0,1721.0
16,4.057500198196684,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,6.0,1722.0
16,3.931770510936232,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,7.0,1723.0
16,3.9892569261056874,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,30.0,400.0,8.0,1724.0
17,7.963004596347493,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,1.0,1717.0
17,8.046267312908075,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,2.0,1718.0
17,7.9547217131350125,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,3.0,1719.0
17,8.258831230632289,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,4.0,1720.0
17,8.07117413058166,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,5.0,1721.0
17,7.836102127785726,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,200.0,6.0,1722.0
17,8.031514615507863,20.0,1.5178143010105172e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.219034774219282e-05,30.0,200.0,7.0,1723.0
17,7.862733073520956,20.0,1.3552060862968863e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.0655623716163422e-05,30.0,200.0,8.0,1724.0
18,7.986595368837319,20.0,1.2703435054365393e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.014571955735203e-05,30.0,400.0,1.0,1717.0
18,7.917745524407711,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,2.0,1718.0
18,7.991759304833597,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,3.0,1719.0
18,8.009972946063646,20.0,2.2923551019590784e-07,0.0,0.0,4.768373855769089e-07,0.1,2.0,1.8361702349463189e-06,30.0,400.0,4.0,1720.0
18,7.856034455618392,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,5.0,1721.0
18,8.026602000017055,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,6.0,1722.0
18,7.951947682641344,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,7.0,1723.0
18,7.934492039151361,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,30.0,400.0,8.0,1724.0
19,31.739013441366357,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,1.0,1717.0
19,33.921087731769035,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,2.0,1718.0
19,36.71136508057719,20.0,7.120493509855392e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.6140303679418174e-05,30.0,200.0,3.0,1719.0
19,34.13841619378948,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,4.0,1720.0
19,37.104233461186254,20.0,8.03083796179333e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.9797808662333693e-05,30.0,200.0,5.0,1721.0
19,33.38842028694029,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,200.0,6.0,1722.0
19,34.049226943154075,20.0,1.2993632349360182e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,4.424231366792731e-05,30.0,200.0,7.0,1723.0
19,32.64745843473782,20.0,2.6640627747408395e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,8.697487870588386e-05,30.0,200.0,8.0,1724.0
20,32.34515142304137,20.0,5.546890027703497e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.00017941499787302775,30.0,400.0,1.0,1717.0
20,34.038621206359004,20.0,3.444139235525802e-08,0.0,0.0,4.768373855769089e-07,0.2,4.0,1.1723375082002167e-06,30.0,400.0,2.0,1718.0
20,33.65078353381148,20.0,8.613511700591785e-08,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.898514177025665e-06,30.0,400.0,3.0,1719.0
20,33.343803077922125,20.0,1.0925546842023755e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,3.6429928241905405e-05,30.0,400.0,4.0,1720.0
20,35.282792001120605,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,400.0,5.0,1721.0
20,32.17056154401942,20.0,2.0193423167892415e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,6.4963376280711055e-06,30.0,400.0,6.0,1722.0
20,34.388963055453615,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,30.0,400.0,7.0,1723.0
20,33.192355329895676,20.0,8.955063650714173e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.972396546963376e-05,30.0,400.0,8.0,1724.0
21,334.2474003586429,20.0,2.3377821354066655e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,7.813976013645548e-05,30.0,200.0,1.0,1717.0
21,478.0208112988928,20.0,6.903730223841773e-08,0.0,0.0,4.768373855769089e-07,0.4,8.0,3.300126722589531e-05,30.0,200.0,2.0,1718.0
21,1118.8808025007918,20.0,8.072346338898223e-08,0.0,0.0,4.768373855769089e-07,0.4,8.0,9.031993349730772e-05,30.0,200.0,3.0,1719.0
21,413.9150311556576,20.0,4.538482797632991e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00018785462485816754,30.0,200.0,4.0,1720.0
21,554.2941263348844,20.0,6.38478000161425e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00035390460528352127,30.0,200.0,5.0,1721.0
21,374.7850254081226,20.0,1.3669990185211436e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,5.1233076188932546e-05,30.0,200.0,6.0,1722.0
21,567.4096938945427,20.0,1.7360388430363815e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,9.850452685163093e-05,30.0,200.0,7.0,1723.0
21,589.9390206402082,20.0,2.3214700280426252e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.0001369525754789063,30.0,200.0,8.0,1724.0
22,431.508894123996,20.0,2.989746920433478e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00012901023873468728,30.0,400.0,1.0,1717.0
22,448.32265673123277,20.0,2.3462605675815771e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00010518817710419028,30.0,400.0,2.0,1718.0
