,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
10.0,0.1,400.0,12,12,12,0.009068673635048785,0.009525890578274077,0.008645201348245039,0.001311541788755069,0.00298699488628796,0.0,0.007706713906273863,0.0033534916203929615,0.00864520134824504,0.011903172547797169,0.014080859105122592,0.00864520134824504,0.0003786095023955912,0.0008622711508331946,0.0
10.0,0.25,400.0,12,12,12,0.009069112232155794,0.00783059522419917,0.008645201348245039,0.0013122249500328177,0.0029121683518900402,0.0,0.00770672101966822,0.0026400959040553096,0.00864520134824504,0.011903921417052305,0.013736048898468776,0.00864520134824504,0.0003788067140693953,0.0008406705909446118,0.0
10.0,0.5,400.0,12,12,12,0.009086416145291655,0.007540496364945568,0.008645201348245039,0.0013051737057145866,0.0013428244227741953,0.0,0.007716748723370958,0.005562080595547508,0.00864520134824504,0.011904529734164152,0.010320287852400894,0.00864520134824504,0.000376771195166769,0.00038764002098154275,0.0
20.0,0.05,400.0,12,12,12,0.00032066534863750253,0.000258353690726994,0.00023951057653476347,0.00029745726708180626,0.000297989181795531,0.0,1.4985115811941188e-05,5.6048936921801934e-06,0.00023951057653476344,0.000978957491355099,0.0010219091617386486,0.00023951057653476344,8.586851661104563e-05,8.602206716262309e-05,0.0
20.0,0.25,400.0,12,12,12,0.0003208583754275508,0.00018552139600121163,0.00023951057653476347,0.0002977532738424459,9.06759679817497e-05,0.0,1.5043793723157519e-05,4.2318275925878246e-05,0.00023951057653476344,0.000980593724735657,0.0003546904518243846,0.00023951057653476344,8.595396640251426e-05,2.617589726164654e-05,0.0
20.0,0.5,400.0,12,12,12,0.0003227196070484427,0.00029798630942646853,0.00023951057653476347,0.0002992074994530039,0.00012406960642699177,0.0,1.512561893189055e-05,0.00011023125914373632,0.00023951057653476344,0.0009875213346439893,0.0005299569301194571,0.00023951057653476344,8.637376517637331e-05,3.5815810334437316e-05,0.0
