,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),PMC(K),PFV(K),Pr(K),maxtime(MC),maxtime(FV),ratio_maxtime_mc_fv
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,1.0,1313.0,0.044906254619464764,4.681959527417062,0.00843681821189643,0.009591337634701554,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,2.0,1314.0,0.05591654525788331,4.686050618226082,0.007781066471199971,0.011932552550840922,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,3.0,1315.0,0.06888606554550564,4.892177745067061,0.009793300397824937,0.014080859105122592,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,4.0,1316.0,0.022955698149128977,4.573022755190226,0.009438491181418613,0.005019808423886594,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,5.0,1317.0,0.048698924813008346,4.54811214919249,0.009352585294213267,0.010707503072819953,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,6.0,1318.0,0.04589238097304978,4.66453495214768,0.008544617093151024,0.009838575858868775,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,7.0,1319.0,0.050087690583511674,4.871976564271647,0.01107256674621861,0.010280774121703869,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,8.0,1320.0,0.015397650515058071,4.591527952961987,0.008293925805725128,0.0033534916203929615,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,9.0,1321.0,0.03792813428729789,4.731713301333775,0.007706713906273863,0.008015729582899013,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,10.0,1322.0,0.056178008396031015,4.746435297974137,0.011903172547797169,0.011835831496535682,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,11.0,1323.0,0.051088006349689796,4.594935719318759,0.008289501237049118,0.011118328845145208,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.1,1.0,12.0,1324.0,0.03933161520524506,4.607790621469171,0.008211324727817266,0.008535894626371797,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,1.0,1313.0,0.059974610530275085,6.825049423613722,0.008435335236365993,0.008787425087761456,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,2.0,1314.0,0.06491855390928897,6.698896050842424,0.007781082529242506,0.009690933165192957,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,3.0,1315.0,0.06566156205029768,6.732131395715675,0.009793009862911149,0.009753458182958915,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,4.0,1316.0,0.03153094762559101,6.723858921917025,0.00943782932077507,0.004689412432913047,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,5.0,1317.0,0.03627150657513741,6.623150831309102,0.00935266617453287,0.005476472980756222,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,6.0,1318.0,0.09285160138140879,6.7597023036048896,0.00855266504607083,0.013736048898468776,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,7.0,1319.0,0.042507857135328765,6.800427211534535,0.011076213553412245,0.0062507627554970555,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,8.0,1320.0,0.018082499779207607,6.849182922268865,0.008291347875826978,0.0026400959040553096,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,9.0,1321.0,0.04609009617324366,6.650386066789604,0.00770672101966822,0.0069304391820809155,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,10.0,1322.0,0.06726881602533286,6.84895632009846,0.011903921417052305,0.009821761576713604,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,11.0,1323.0,0.04960095632798969,6.563361089836535,0.008291696053033596,0.007557249349696382,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.25,2.0,12.0,1324.0,0.057200217056763626,6.625699753139711,0.008206858696977747,0.0086330831742954,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,1.0,1313.0,0.1939533787670731,18.7934078526649,0.008469854651267254,0.010320287852400894,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,2.0,1314.0,0.1470410763705055,19.12060143134625,0.007800284695628756,0.007690190964884968,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
