,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),PMC(K),PFV(K),Pr(K),maxtime(MC),maxtime(FV),ratio_maxtime_mc_fv
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,3.0,1315.0,0.1186180351552477,18.72155777434983,0.009813010536033038,0.006335906262980144,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,4.0,1316.0,0.11100809289741605,19.958015888205388,0.00945426671250093,0.005562080595547508,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,5.0,1317.0,0.1641629199634613,19.813532754601162,0.00936726864470348,0.008285393725424299,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,6.0,1318.0,0.17652197075033496,18.746502038004085,0.008619828427217664,0.009416261785397539,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,7.0,1319.0,0.12694801774438746,18.527416568785913,0.01107067628031528,0.006851900656147781,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,8.0,1320.0,0.1522795426983855,19.46491140021319,0.008318097249941989,0.007823284656549613,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,9.0,1321.0,0.14201030562767744,18.821195602916198,0.007716748723370958,0.007545232971579874,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,10.0,1322.0,0.13934911847236806,19.768537749515833,0.011904529734164152,0.007049035201188867,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,11.0,1323.0,0.15104604618283846,20.353352678347786,0.008294017160019752,0.0074211874854172594,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,10.0,400.0,50.0,1.0,0.5,5.0,12.0,1324.0,0.12565980769716864,20.316226651978774,0.008208410928336613,0.006185194221828075,0.00864520134824504,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,1.0,1313.0,0.004877270223337336,4.772704273478946,1.4985115811941188e-05,0.0010219091617386486,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,2.0,1314.0,0.0010622271453935804,4.757051385168901,0.00040675413006058204,0.00022329528512248049,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,3.0,1315.0,0.0026694582704870724,5.007065901015008,0.00021243000921521786,0.0005331382337000863,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,4.0,1316.0,0.00033204453331763743,4.662587424787554,0.000978957491355099,7.121465037897209e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,5.0,1317.0,0.00015547063797125067,4.624012270930472,9.14525929703452e-05,3.362245358833486e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,6.0,1318.0,0.0015036605897423363,4.74038104893057,0.0002507220990169476,0.0003172024725905868,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,7.0,1319.0,0.0019915954595517947,5.0060284956755465,0.0006167011706676962,0.00039783941726904525,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,8.0,1320.0,2.611768739624681e-05,4.659800672524003,0.0001072046580823578,5.6048936921801934e-06,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,9.0,1321.0,0.0003261992737511869,4.803309501253082,0.00031945889117277533,6.791135854687032e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,10.0,1322.0,0.00172464347302635,4.848542867100292,0.0006718080302057068,0.0003557034598433459,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,11.0,1323.0,0.00010249211618093085,4.689202413051706,0.0001429457999746502,2.1857046711325388e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.05,1.0,12.0,1324.0,0.0002391251513017976,4.69371156412165,3.4564195116711995e-05,5.094585554205137e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,1.0,1313.0,0.005702241151688438,19.43525921375318,1.5043793723157519e-05,0.0002933967120774649,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,2.0,1314.0,0.0042499059915218585,19.579286181241464,0.0004068206558717506,0.0002170613347280051,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,3.0,1315.0,0.004581512232962093,19.569617357813858,0.00021285754892819448,0.000234113531664571,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,4.0,1316.0,0.002598470034287913,20.12703225423112,0.000980593724735657,0.0001291034863692664,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,5.0,1317.0,0.0022558888816044675,20.163310173182282,9.135014430228265e-05,0.00011188087978752901,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,6.0,1318.0,0.006921902935687305,19.51533485066719,0.000250891949513371,0.0003546904518243846,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,7.0,1319.0,0.0039342924389309825,18.539439551633926,0.0006165958786823407,0.00021221204815677634,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,8.0,1320.0,0.0008426906535584468,19.913161278934076,0.00010713861215420272,4.2318275925878246e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,9.0,1321.0,0.002315402587817566,19.357484758494543,0.00031987485465370197,0.00011961278113890857,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,10.0,1322.0,0.004520515739824849,20.08546484138812,0.000671641276339952,0.00022506403389329938,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,11.0,1323.0,0.0016861102481891656,20.573309659742034,0.00014302367344413904,8.195619839857636e-05,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.25,5.0,12.0,1324.0,0.004186325362531052,20.43635002542091,3.4468392781859706e-05,0.0002048470180498795,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,1.0,1313.0,0.056808363417094686,107.19430238281734,1.512561893189055e-05,0.0005299569301194571,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,2.0,1314.0,0.031178647067549838,104.41810785224723,0.00041528335900644183,0.00029859425447229866,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,3.0,1315.0,0.046471260434154074,108.80756518018795,0.00021289749885521997,0.00042709585824475115,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,4.0,1316.0,0.01907186326219549,110.19429028905931,0.0009875213346439893,0.00017307487722064896,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,5.0,1317.0,0.038681217625580314,101.66204769781051,9.136413480341911e-05,0.0003804882795648566,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,6.0,1318.0,0.030457469262491748,130.9424574685387,0.00025094010697639823,0.00023260193715097879,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,7.0,1319.0,0.02959451001974731,99.67187536522029,0.0006179611812527064,0.0002969193657820356,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,8.0,1320.0,0.01328436571145631,120.51359854407659,0.0001070404724198704,0.00011023125914373632,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,9.0,1321.0,0.030863702816027478,98.707930057097,0.0003233020312787744,0.00031267703413671584,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,10.0,1322.0,0.03518041672615591,83.5344855511881,0.0006705261217656093,0.0004211484214456331,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,11.0,1323.0,0.018652681237658293,106.64114975605608,0.00014617578920460593,0.0001749107289289988,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
0,0.7,20.0,400.0,50.0,1.0,0.5,10.0,12.0,1324.0,0.02541587093257637,116.51346672499496,3.449763544238792e-05,0.00021813676690751193,0.00023951057653476344,28571.428571428572,71.42857142857143,1.0
