,K,nparticles,niter,rep,seed,integral,E(T),PMC(K),PFV(K),P(K)
0,10.0,40.0,50.0,2.0,1739.0,0.25911676948282053,2.436476132100556,0.004816247221062752,0.0,0.03745126304388606
0,10.0,40.0,50.0,3.0,1855.0,0.3533107468120982,2.3517220287582763,0.0,0.0,0.03745126304388606
0,10.0,40.0,50.0,4.0,1909.0,0.32203482721421933,2.3702133474650164,0.0020898478653340966,0.0,0.03745126304388606
0,10.0,40.0,50.0,5.0,2077.0,0.4012748302909924,2.317515196787632,0.0,0.0,0.03745126304388606
0,10.0,40.0,100.0,1.0,1717.0,0.20284882518466704,2.927643866603489,0.006105632546554891,0.0,0.03745126304388606
0,10.0,40.0,100.0,2.0,1773.0,0.17499712605071807,3.109617014147018,0.012870009387151918,0.0,0.03745126304388606
0,10.0,40.0,100.0,3.0,1793.0,0.183587713538284,2.7239193305804763,0.00601513364249052,0.049992189044011065,0.03745126304388606
0,10.0,40.0,100.0,4.0,1912.0,0.22249986362106441,3.1133691431824473,0.0011363283303866105,0.07217879683649847,0.03745126304388606
0,10.0,40.0,100.0,5.0,2109.0,0.333530400968328,2.757813362485523,0.00558396150524895,0.13589695191183668,0.03745126304388606
0,20.0,10.0,50.0,1.0,1717.0,0.5610572497395027,1.7267003676656272,0.0,0.0,0.006813450817663294
0,20.0,10.0,50.0,2.0,1723.0,0.28822227903176073,2.169898872590667,0.0,0.0,0.006813450817663294
0,20.0,10.0,50.0,3.0,1855.0,0.4115945050038541,2.1371908374518647,0.0,0.0,0.006813450817663294
0,20.0,10.0,50.0,4.0,1870.0,0.5218731925721605,2.6735217695051956,0.0,0.0,0.006813450817663294
0,20.0,10.0,50.0,5.0,1897.0,0.36320896470119385,2.323344710335376,0.0,0.0,0.006813450817663294
0,20.0,10.0,100.0,1.0,1717.0,0.4604175311496451,2.218458004243819,0.0,0.0,0.006813450817663294
0,20.0,10.0,100.0,2.0,1783.0,0.464953126572385,3.104694332212311,0.0,0.0,0.006813450817663294
0,20.0,10.0,100.0,3.0,1757.0,0.18211820109855525,2.734720883876215,0.0,0.0,0.006813450817663294
0,20.0,10.0,100.0,4.0,1912.0,0.16641653086438762,3.120139352018218,0.0,0.0,0.006813450817663294
0,20.0,10.0,100.0,5.0,1741.0,0.5215213495221224,2.289180301187057,0.0,0.0,0.006813450817663294
0,20.0,20.0,50.0,1.0,1717.0,0.3992663050081178,2.1155093263243354,0.0,0.0,0.006813450817663294
0,20.0,20.0,50.0,2.0,1796.0,0.6664537635985934,2.26459009380831,0.0,0.0,0.006813450817663294
0,20.0,20.0,50.0,3.0,1895.0,0.3029697326478138,2.1056352303256487,0.0,0.0,0.006813450817663294
0,20.0,20.0,50.0,4.0,1912.0,0.3778917642513709,2.697801407916165,0.0,0.0,0.006813450817663294
0,20.0,20.0,50.0,5.0,1733.0,0.9859361326364433,2.444677494852159,0.0,0.0,0.006813450817663294
0,20.0,20.0,100.0,1.0,1717.0,0.21291320036146746,3.162623448876133,0.0,0.0,0.006813450817663294
0,20.0,20.0,100.0,2.0,1805.0,0.15274391311757282,2.421541845133174,0.0,0.0,0.006813450817663294
0,20.0,20.0,100.0,3.0,1829.0,0.20262550423643585,2.8207034018623935,0.0,0.0,0.006813450817663294
0,20.0,20.0,100.0,4.0,1981.0,0.15554925660372487,3.3903944558514536,0.0,0.0,0.006813450817663294
0,20.0,20.0,100.0,5.0,1905.0,0.25540333212958183,2.987341809059585,0.0,0.0,0.006813450817663294
0,20.0,40.0,50.0,1.0,1717.0,0.3890734519425971,2.414090041445462,0.0,0.0,0.006813450817663294
0,20.0,40.0,50.0,2.0,1739.0,0.2593418926984075,2.4399927257460976,0.0,0.0,0.006813450817663294
0,20.0,40.0,50.0,3.0,1849.0,0.32617746975938516,2.4391022988514552,0.0,0.0,0.006813450817663294
0,20.0,40.0,50.0,4.0,1732.0,0.28390395970016,2.201690792770937,0.0,0.0,0.006813450817663294
0,20.0,40.0,50.0,5.0,2025.0,0.38827147949406743,2.0698734231167792,0.0,0.0,0.006813450817663294
0,20.0,40.0,100.0,1.0,1717.0,0.28708607786969254,2.8862028825192336,0.0,0.0,0.006813450817663294
0,20.0,40.0,100.0,2.0,1774.0,0.22943547846242515,2.9505006985171223,0.0,0.0,0.006813450817663294
0,20.0,40.0,100.0,3.0,1909.0,0.19888694862412407,3.0028865406307763,0.0,0.0,0.006813450817663294
0,20.0,40.0,100.0,4.0,1894.0,0.16940623970415603,2.8644865758647855,0.0,0.0,0.006813450817663294
0,20.0,40.0,100.0,5.0,1725.0,0.16613572462460274,3.1561292379397745,0.0,0.0,0.006813450817663294
0,40.0,10.0,50.0,1.0,1717.0,0.5610572497395027,1.7267003676656272,0.0,0.0,0.0003004779761056818
0,40.0,10.0,50.0,2.0,1723.0,0.28822227903176073,2.169898872590667,0.0,0.0,0.0003004779761056818
0,40.0,10.0,50.0,3.0,1855.0,0.4115945050038541,2.1371908374518647,0.0,0.0,0.0003004779761056818
0,40.0,10.0,50.0,4.0,1870.0,0.5218731925721605,2.6735217695051956,0.0,0.0,0.0003004779761056818
0,40.0,10.0,50.0,5.0,1897.0,0.36320896470119385,2.323344710335376,0.0,0.0,0.0003004779761056818
0,40.0,10.0,100.0,1.0,1717.0,0.4604175311496451,2.218458004243819,0.0,0.0,0.0003004779761056818
0,40.0,10.0,100.0,2.0,1783.0,0.464953126572385,3.104694332212311,0.0,0.0,0.0003004779761056818
0,40.0,10.0,100.0,3.0,1757.0,0.18211820109855525,2.734720883876215,0.0,0.0,0.0003004779761056818
0,40.0,10.0,100.0,4.0,1912.0,0.16641653086438762,3.120139352018218,0.0,0.0,0.0003004779761056818
0,40.0,10.0,100.0,5.0,1741.0,0.5215213495221224,2.289180301187057,0.0,0.0,0.0003004779761056818
0,40.0,20.0,50.0,1.0,1717.0,0.3992663050081178,2.1155093263243354,0.0,0.0,0.0003004779761056818
0,40.0,20.0,50.0,2.0,1796.0,0.6664537635985934,2.26459009380831,0.0,0.0,0.0003004779761056818
0,40.0,20.0,50.0,3.0,1895.0,0.3029697326478138,2.1056352303256487,0.0,0.0,0.0003004779761056818
0,40.0,20.0,50.0,4.0,1912.0,0.3778917642513709,2.697801407916165,0.0,0.0,0.0003004779761056818
0,40.0,20.0,50.0,5.0,1733.0,0.9859361326364433,2.444677494852159,0.0,0.0,0.0003004779761056818
0,40.0,20.0,100.0,1.0,1717.0,0.21291320036146746,3.162623448876133,0.0,0.0,0.0003004779761056818
0,40.0,20.0,100.0,2.0,1805.0,0.15274391311757282,2.421541845133174,0.0,0.0,0.0003004779761056818
0,40.0,20.0,100.0,3.0,1829.0,0.20262550423643585,2.8207034018623935,0.0,0.0,0.0003004779761056818
0,40.0,20.0,100.0,4.0,1981.0,0.15554925660372487,3.3903944558514536,0.0,0.0,0.0003004779761056818
0,40.0,20.0,100.0,5.0,1905.0,0.25540333212958183,2.987341809059585,0.0,0.0,0.0003004779761056818
0,40.0,40.0,50.0,1.0,1717.0,0.3890734519425971,2.414090041445462,0.0,0.0,0.0003004779761056818
0,40.0,40.0,50.0,2.0,1739.0,0.2593418926984075,2.4399927257460976,0.0,0.0,0.0003004779761056818
0,40.0,40.0,50.0,3.0,1849.0,0.32617746975938516,2.4391022988514552,0.0,0.0,0.0003004779761056818
0,40.0,40.0,50.0,4.0,1732.0,0.28390395970016,2.201690792770937,0.0,0.0,0.0003004779761056818
0,40.0,40.0,50.0,5.0,2025.0,0.38827147949406743,2.0698734231167792,0.0,0.0,0.0003004779761056818
0,40.0,40.0,100.0,1.0,1717.0,0.28708607786969254,2.8862028825192336,0.0,0.0,0.0003004779761056818
0,40.0,40.0,100.0,2.0,1774.0,0.22943547846242515,2.9505006985171223,0.0,0.0,0.0003004779761056818
0,40.0,40.0,100.0,3.0,1909.0,0.19888694862412407,3.0028865406307763,0.0,0.0,0.0003004779761056818
0,40.0,40.0,100.0,4.0,1894.0,0.16940623970415603,2.8644865758647855,0.0,0.0,0.0003004779761056818
0,40.0,40.0,100.0,5.0,1725.0,0.16613572462460274,3.1561292379397745,0.0,0.0,0.0003004779761056818
