,rhos,K,nparticles,nmeantimes,multiplier,buffer_size_activation,buffer_size_activation_value,rep,seed,integral,E(T),PMC(K),PFV(K),Pr(K),maxtime(MC),maxtime(FV),ratio_maxtime_mc_fv
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,1.0,1313.0,0.0,4.828292579054565,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,2.0,1314.0,0.0,4.727315457773953,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,3.0,1315.0,7.959966052588097e-06,4.969857968668834,0.0,1.6016485989679413e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,4.0,1316.0,0.0,4.675187035489157,8.048708216849655e-05,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,5.0,1317.0,0.0,4.712629074056641,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,6.0,1318.0,0.0,4.781344586452366,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,7.0,1319.0,2.4732321883756116e-05,4.935844125272018,0.0,5.010758293019049e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,8.0,1320.0,0.0,4.684314069723831,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,9.0,1321.0,0.0,4.721789877716738,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,10.0,1322.0,0.0,4.9063191113309905,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,11.0,1323.0,5.0449195744110336e-06,4.699847472961073,0.0,1.0734219787844631e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.03333333333333333,1.0,12.0,1324.0,0.0,4.771814218501101,0.0,0.0,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.25,8.0,1.0,1313.0,0.0037822535330032997,55.6060772898239,0.0,6.801870797844366e-05,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.25,8.0,2.0,1314.0,0.0003083955023619431,56.70334307985141,0.0,5.438753442237982e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.25,8.0,3.0,1315.0,0.00020378417467351278,52.31097813366256,0.0,3.895629214823952e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.25,8.0,4.0,1316.0,0.00011597351280137646,54.249130207653444,8.088904368197086e-05,2.137794879981596e-06,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
0,0.7,30.0,600.0,50.0,1.0,0.25,8.0,5.0,1317.0,3.197790061471629e-05,59.89210583575609,0.0,5.339251336797247e-07,6.761908773481669e-06,42857.142857142855,71.42857142857143,1.0
