,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
40.0,0.025,1200.0,12,12,12,0.0,0.0,1.9100425795336106e-07,0.0,0.0,0.0,0.0,0.0,1.9100425795336106e-07,0.0,0.0,1.9100425795336106e-07,0.0,0.0,0.0
40.0,0.25,1200.0,12,12,12,0.0,6.02195487235569e-08,1.9100425795336106e-07,0.0,9.436603685748504e-08,0.0,0.0,0.0,1.9100425795336106e-07,0.0,3.1773355250448535e-07,1.9100425795336106e-07,0.0,2.724112839101357e-08,0.0
40.0,0.5,1200.0,12,12,12,0.0,2.0034115003956067e-07,1.9100425795336106e-07,0.0,1.3299232583325018e-07,0.0,0.0,2.4500821514224816e-08,1.9100425795336106e-07,0.0,4.1120996647150393e-07,1.9100425795336106e-07,0.0,3.8391577559990705e-08,0.0
