,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K),PMC(K),PFV1(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
5.0,0.6,40.0,4,4,4,0.0605954476497394,0.05665227964166815,0.05714392571663656,0.005518407749752678,0.014567446981194639,0.0,0.05546061905215807,0.04227939751616827,0.05714392571663656,0.06618385527803829,0.07461762486044034,0.05714392571663656,0.002759203874876339,0.0072837234905973195,0.0
5.0,1.0,40.0,4,4,4,0.060207326929035104,0.07164225836535157,0.05714392571663656,0.005158061460856864,0.02816666643113806,0.0,0.05544541271393194,0.04218143523038428,0.05714392571663656,0.06614557694828914,0.10291089500922337,0.05714392571663656,0.002579030730428432,0.01408333321556903,0.0
20.0,0.6,160.0,4,4,4,0.0006413278761118654,0.00033276440420609583,0.00023951057653476344,0.0004825037647044648,0.00024579743157360565,0.0,0.0002793934198299356,0.00014151789971038553,0.00023951057653476344,0.0013322907388896744,0.0006798962236107567,0.00023951057653476344,0.0002412518823522324,0.00012289871578680282,0.0
20.0,1.0,160.0,4,4,4,0.0006012621647387751,0.00031854459969928386,0.00023951057653476344,0.0004519711006365377,0.0002810044705736616,0.0,0.0002692987931751546,0.0,0.00023951057653476344,0.0012541162765125143,0.0006015764124568785,0.00023951057653476344,0.00022598555031826885,0.0001405022352868308,0.0
