,,,n,n,n,mean,mean,mean,std,std,std,min,min,min,max,max,max,SE,SE,SE
,,,PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K),PMC(K),PFV(K),Pr(K)
K,buffer_size_activation,nparticles,,,,,,,,,,,,,,,,,,
10.0,0.2,200.0,12,12,12,0.009027981926044615,0.0081552000227018,0.008645201348245039,0.0013730716749727246,0.001041125587401219,0.0,0.007007029395831828,0.005838771539333976,0.00864520134824504,0.01246794242068922,0.009836925982747156,0.00864520134824504,0.0003963716505810765,0.00030054706907315054,0.0
10.0,0.4,200.0,12,12,12,0.00903986659352741,0.008573599252539489,0.008645201348245039,0.0013709148846863478,0.0012643890883260534,0.0,0.007044902207512193,0.006308327847303156,0.00864520134824504,0.012487435571506141,0.010302148608682659,0.00864520134824504,0.00039574903885486386,0.00036499769025273625,0.0
10.0,0.6,200.0,12,12,12,0.009065645040257234,0.009302992319602138,0.008645201348245039,0.0013802912432787713,0.0010358222083981625,0.0,0.007050565346858518,0.0077704647074051765,0.00864520134824504,0.012512125141470775,0.011226249625973713,0.00864520134824504,0.00039845576043354093,0.0002990161154256359,0.0
10.0,0.8,200.0,12,12,12,0.00918863710259594,0.00889529261516644,0.008645201348245039,0.0014706607271921155,0.000789448697232504,0.0,0.007153671758573657,0.007678441972324545,0.00864520134824504,0.01299480078898727,0.010227552200841273,0.00864520134824504,0.00042454318336548934,0.0002278942089292928,0.0
10.0,1.0,200.0,12,12,12,0.009026153515785671,0.008553354182785041,0.008645201348245039,0.0013731313441331836,0.001759947943140792,0.0,0.007005645451458805,0.0054725420293664446,0.00864520134824504,0.012467282727400265,0.011423081692675054,0.00864520134824504,0.00039638887558400316,0.0005080532093660323,0.0
20.0,0.2,400.0,12,12,12,0.00026735449809335034,0.00021825822879812965,0.00023951057653476347,0.00024809830561698174,7.653142169290453e-05,0.0,1.2495209446752659e-05,0.0001044509501012563,0.00023951057653476344,0.0008167422626254371,0.0003619006790438355,0.00023951057653476344,7.161981176672722e-05,2.2092718457931597e-05,0.0
20.0,0.4,400.0,12,12,12,0.0002681532953216842,0.0002206743783435582,0.00023951057653476347,0.00024831904206694513,8.154197994586944e-05,0.0,1.2489574937553373e-05,9.74803194510179e-05,0.00023951057653476344,0.0008168794704180268,0.0004412123128997783,0.00023951057653476344,7.168353289113039e-05,2.3539142036001395e-05,0.0
20.0,0.6,400.0,12,12,12,0.00027100126488887374,0.00023487371266004114,0.00023951057653476347,0.00024997399061122045,0.00010060468170624388,0.0,1.2523622629449943e-05,0.00010284174638096147,0.00023951057653476344,0.00082385463410711,0.0004238496349105206,0.00023951057653476344,7.216127538489656e-05,2.9042070032418264e-05,0.0
20.0,0.8,400.0,12,12,12,0.0003559570971219297,0.0003990322109373193,0.00023951057653476347,0.000311017140419349,0.00038061472949740447,0.0,1.2887187171996308e-05,0.00013070420645751443,0.00023951057653476344,0.0009891398748257739,0.0015587501481240974,0.00023951057653476344,8.97829148718494e-05,0.00010987400826643154,0.0
20.0,1.0,400.0,12,12,12,0.00026725019712575486,0.00020722059143965575,0.00023951057653476347,0.00024793311401083684,0.0001459106783674774,0.0,1.2493137965068607e-05,3.650260811056859e-05,0.00023951057653476344,0.0008157612832486905,0.0005541319610056194,0.00023951057653476344,7.157212505758942e-05,4.212078471655199e-05,0.0
