,rhos,K,nparticles,nmeantimes,buffer_size_activation,buffer_size_activation_value,burnin_cycles_absorption,rep,seed,Pr(MC),EMC(T),time(MC),n(MC),n(RT),Pr(FV),integral,E(T),n(FV),n(PT),n(ET),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
1,[0.7],40,3200,800000.0,0.2,8,3,1,1717,,,,,,4.770674183416617e-08,2.7605166630391855e-06,57.86428829357163,1914445,3200,3200,1.9100425795336106e-07,,
2,[0.7],40,3200,800000.0,0.2,8,3,2,1727,,,,,,8.937422146378675e-08,5.279599242113751e-06,59.07295365087992,1893403,3200,3200,1.9100425795336106e-07,,
3,[0.7],40,3200,800000.0,0.2,8,3,3,1737,,,,,,4.367386597521195e-07,2.587042984589843e-05,59.23549305340121,1652548,3200,3200,1.9100425795336106e-07,,
4,[0.7],40,3200,800000.0,0.2,8,3,4,1747,,,,,,1.4317379427086396e-07,8.444492565234915e-06,58.9807136720786,1970527,3200,3200,1.9100425795336106e-07,,
5,[0.7],40,3200,800000.0,0.2,8,3,5,1757,,,,,,3.01020088793223e-07,1.584676803775652e-05,52.643556452612685,1925654,3200,3200,1.9100425795336106e-07,,
6,[0.7],40,3200,800000.0,0.2,8,3,6,1767,,,,,,3.6699368221049456e-07,2.1793163413848994e-05,59.38293891759479,1876627,3200,3200,1.9100425795336106e-07,,
7,[0.7],40,3200,800000.0,0.2,8,3,7,1777,,,,,,4.770348245909078e-07,2.8681748906052473e-05,60.12506305100296,2117973,3200,3200,1.9100425795336106e-07,,
8,[0.7],40,3200,800000.0,0.2,8,3,8,1787,,,,,,1.5781400355435942e-07,9.25694686944887e-06,58.65732229687901,2144347,3200,3200,1.9100425795336106e-07,,
