,rhos,K,N,nmeantimes,buffer_size_activation,buffer_size_activation_value,burnin_cycles_absorption,rep,seed,Pr(MC),EMC(T),time(MC),n(MC),n(RT),Pr(FV),integral,E(T),n(FV),n(PT),n(ET),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
0,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,1,1313,,,,,,1.540614084476281e-06,1.915821154398593e-05,12.435438398902217,425695,1000,1000,3.939624007386781e-06,,
1,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,2,1323,,,,,,7.573570696947355e-06,9.944706973376913e-05,13.130803647723631,738424,1000,1000,3.939624007386781e-06,,
2,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,3,1333,,,,,,0.0,0.0,12.144105142436253,371415,1000,1000,3.939624007386781e-06,,
3,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,4,1343,,,,,,6.273537588387073e-06,8.066482529787412e-05,12.857948830527858,583264,1000,1000,3.939624007386781e-06,,
4,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,5,1353,,,,,,2.242213223825074e-05,0.0002771480824811614,12.360469536807221,765370,1000,1000,3.939624007386781e-06,,
5,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,6,1363,,,,,,5.868299352323613e-08,7.39037528802669e-07,12.59372578718295,518536,1000,1000,3.939624007386781e-06,,
6,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,7,1373,,,,,,1.8037621430698455e-05,0.00024011544259972271,13.311923832211448,534808,1000,1000,3.939624007386781e-06,,
7,"[0.4, 0.75, 0.35]",40,1000,1000,0.2,8,3,8,1383,,,,,,1.5602122047875564e-05,0.00021351264294528874,13.684846349113217,851598,1000,1000,3.939624007386781e-06,,
