,rhos,K,N,nmeantimes,buffer_size_activation,buffer_size_activation_value,burnin_cycles_absorption,rep,seed,Pr(MC),EMC(T),time(MC),n(MC),n(RT),Pr(FV),integral,E(T),n(FV),n(PT),n(ET),Pr(K),ratio_mc_fv_time,ratio_mc_fv_events
137,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,3,1333,,,,,,5.577335765964306e-09,6.896967168095927e-06,1236.6060530521888,73810125,6400,6400,1.2493235499773401e-08,,
138,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,4,1343,,,,,,1.4980187123980023e-08,1.8515342886671772e-05,1235.9887585805075,77255289,6400,6400,1.2493235499773401e-08,,
139,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,5,1353,,,,,,9.423558139188322e-09,1.2325935076457616e-05,1307.9916199805273,77824027,6400,6400,1.2493235499773401e-08,,
140,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,6,1363,,,,,,1.7955555613490956e-09,2.3376649180484957e-06,1301.9173387717865,76508896,6400,6400,1.2493235499773401e-08,,
141,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,7,1373,,,,,,6.736034208090163e-09,8.670602676876012e-06,1287.1969483857993,78596000,6400,6400,1.2493235499773401e-08,,
142,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,8,1383,,,,,,1.2739521598297709e-08,1.6865370925465926e-05,1323.862187079264,77781848,6400,6400,1.2493235499773401e-08,,
143,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,9,1393,,,,,,4.240625363954402e-09,5.827144208170414e-06,1374.1237926135911,80127536,6400,6400,1.2493235499773401e-08,,
144,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,10,1403,,,,,,3.253721670244305e-09,4.4284031073491395e-06,1361.027019565762,79283595,6400,6400,1.2493235499773401e-08,,
145,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,11,1413,,,,,,6.319421419353908e-09,8.007977436532298e-06,1267.2010466032548,77410117,6400,6400,1.2493235499773401e-08,,
146,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,12,1423,,,,,,8.533612422031254e-09,1.057010664801821e-05,1238.6438620916663,76040254,6400,6400,1.2493235499773401e-08,,
147,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,13,1433,,,,,,3.110091748704611e-08,3.7329469851548694e-05,1200.2690874665307,77634406,6400,6400,1.2493235499773401e-08,,
148,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,14,1443,,,,,,5.870894112644891e-09,7.639282429451582e-06,1301.2127766021001,74736866,6400,6400,1.2493235499773401e-08,,
149,"[0.4, 0.75, 0.35]",60,6400,80000000.0,0.4,24,2,15,1453,,,,,,3.17010747812986e-08,4.068828259058074e-05,1283.49852083198,79630078,6400,6400,1.2493235499773401e-08,,
