,E(T),K,PFV1(K),PFV2(K),PMC(K),Pr(K),buffer_size_activation,buffer_size_activation_value,integral,nmeantimes,nparticles,rep,seed
5,8.158459085707653,10.0,0.0003728621746879287,0.0,0.0005379592016593225,0.0004885197850512946,0.2,2.0,0.003041980796799446,50.0,400.0,6.0,1722.0
5,7.950578891443937,10.0,0.0004956165974903004,0.00040089521075668306,0.00031684873393285476,0.0004885197850512946,0.2,2.0,0.003940438858255649,50.0,400.0,7.0,1723.0
5,7.948941911607631,10.0,0.00025920049160671965,0.0,0.0006236842482782219,0.0004885197850512946,0.2,2.0,0.0020603696512419556,50.0,400.0,8.0,1724.0
6,33.307717154317885,10.0,0.00030263497799862146,0.0012067811685206834,0.0006473987614226367,0.0004885197850512946,0.4,4.0,0.0100800802481813,50.0,400.0,1.0,1717.0
6,31.378588861858297,10.0,0.0005408523367457121,0.004345093311603016,0.0006865910489305407,0.0004885197850512946,0.4,4.0,0.016971183109719037,50.0,400.0,2.0,1718.0
6,32.824287577168846,10.0,0.0004472217813990792,0.003465073622511769,0.00037960994507265836,0.0004885197850512946,0.4,4.0,0.014679736363417116,50.0,400.0,3.0,1719.0
6,32.50682829999336,10.0,0.00040626983324540904,0.0020629134033906095,0.0003781953543709571,0.0004885197850512946,0.4,4.0,0.013206543712775446,50.0,400.0,4.0,1720.0
6,32.411515380197066,10.0,0.00038967181469632404,0.0027522601275605193,0.0003864271709691693,0.0004885197850512946,0.4,4.0,0.012629854015259208,50.0,400.0,5.0,1721.0
6,32.274875676994554,10.0,0.0003743036763529936,0.002809795270580558,0.0005380156426366707,0.0004885197850512946,0.4,4.0,0.012080604619734875,50.0,400.0,6.0,1722.0
6,34.708193536891024,10.0,0.0003476152710029603,0.0025162230784477944,0.00031724713639703754,0.0004885197850512946,0.4,4.0,0.01206509810234957,50.0,400.0,7.0,1723.0
6,31.32932296181256,10.0,0.0004276822504019599,0.003212260699807518,0.0006245303334813737,0.0004885197850512946,0.4,4.0,0.013398995347877791,50.0,400.0,8.0,1724.0
7,146.28824557173243,10.0,0.0003521323704176577,0.002312386724571143,0.0006503088177017445,0.0004885197850512946,0.6,6.0,0.05151282667741456,50.0,400.0,1.0,1717.0
7,129.27706854363092,10.0,0.0004902874394735523,0.002944995461694541,0.0006938379529104954,0.0004885197850512946,0.6,6.0,0.06338292291890373,50.0,400.0,2.0,1718.0
7,162.87695779695935,10.0,0.0002849021618773918,0.0017574600009851295,0.00038314004517091255,0.0004885197850512946,0.6,6.0,0.04640399739636643,50.0,400.0,3.0,1719.0
7,124.95653111081823,10.0,0.00042233506637726385,0.00311810622063797,0.0003814384311299555,0.0004885197850512946,0.6,6.0,0.052773524860960055,50.0,400.0,4.0,1720.0
7,127.16788045105035,10.0,0.00043551271781478443,0.002536326222310474,0.0003864298079440952,0.0004885197850512946,0.6,6.0,0.055383229233982534,50.0,400.0,5.0,1721.0
7,118.8208615022813,10.0,0.00046400529308055063,0.0043187367714965464,0.0005404969944758292,0.0004885197850512946,0.6,6.0,0.055133508665449554,50.0,400.0,6.0,1722.0
7,140.1269181105656,10.0,0.0003334540130761431,0.0023759758107094187,0.00032186752048128544,0.0004885197850512946,0.6,6.0,0.046725883183960176,50.0,400.0,7.0,1723.0
7,127.46352823843281,10.0,0.0003784863720232372,0.003938047454794228,0.0006293154683079061,0.0004885197850512946,0.6,6.0,0.04824320836824588,50.0,400.0,8.0,1724.0
8,3.971465886578506,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,1.0,1717.0
8,4.018465001759067,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,2.0,1718.0
8,3.9598149471420188,20.0,2.470723735926377e-07,0.0,0.0,4.768373855769089e-07,1.0,1.0,9.783608779779837e-07,50.0,400.0,3.0,1719.0
8,3.920751770883745,20.0,6.20236785684299e-06,0.0,0.0,4.768373855769089e-07,1.0,1.0,2.431794475838957e-05,50.0,400.0,4.0,1720.0
8,4.033530928695354,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,5.0,1721.0
8,4.0248280259656255,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,6.0,1722.0
8,3.924854639316205,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,7.0,1723.0
8,4.036253315775337,20.0,0.0,0.0,0.0,4.768373855769089e-07,1.0,1.0,0.0,50.0,400.0,8.0,1724.0
9,8.04390290949589,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,50.0,400.0,1.0,1717.0
9,7.890957919289335,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,50.0,400.0,2.0,1718.0
9,7.9560001968572305,20.0,4.50093418190963e-07,0.0,0.0,4.768373855769089e-07,0.1,2.0,3.580943323731445e-06,50.0,400.0,3.0,1719.0
9,7.94789590635771,20.0,5.468521939223773e-06,0.0,0.0,4.768373855769089e-07,0.1,2.0,4.3463243134583945e-05,50.0,400.0,4.0,1720.0
9,8.030302263755681,20.0,8.186556464418728e-08,0.0,0.0,4.768373855769089e-07,0.1,2.0,6.574052290858542e-07,50.0,400.0,5.0,1721.0
9,8.156795112816422,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,50.0,400.0,6.0,1722.0
9,7.955322673598736,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,50.0,400.0,7.0,1723.0
9,7.953683773952992,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.1,2.0,0.0,50.0,400.0,8.0,1724.0
10,33.22465551552906,20.0,2.037458017784039e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,6.769384076822737e-06,50.0,400.0,1.0,1717.0
10,31.403238185394713,20.0,9.150012006918216e-09,0.0,0.0,4.768373855769089e-07,0.2,4.0,2.873400064524742e-07,50.0,400.0,2.0,1718.0
10,32.85128123471586,20.0,2.9347028822775147e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,9.640874972602988e-06,50.0,400.0,3.0,1719.0
10,32.50682829999336,20.0,2.3922895288283775e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,7.776574495749608e-05,50.0,400.0,4.0,1720.0
10,32.411515380197066,20.0,1.3919759145500946e-06,0.0,0.0,4.768373855769089e-07,0.2,4.0,4.5116048763304267e-05,50.0,400.0,5.0,1721.0
10,32.30094585120861,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,50.0,400.0,6.0,1722.0
10,34.61796426426479,20.0,0.0,0.0,0.0,4.768373855769089e-07,0.2,4.0,0.0,50.0,400.0,7.0,1723.0
10,31.182581402272458,20.0,1.0498846906317354e-07,0.0,0.0,4.768373855769089e-07,0.2,4.0,3.2738114828623725e-06,50.0,400.0,8.0,1724.0
11,447.08317747765415,20.0,2.5143751609695104e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00011241348363371368,50.0,400.0,1.0,1717.0
11,549.4149415018551,20.0,1.2770001196342406e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,7.016029460267082e-05,50.0,400.0,2.0,1718.0
11,677.9346240764055,20.0,1.0009910049627905e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,6.786064606533127e-05,50.0,400.0,3.0,1719.0
11,671.3667353403014,20.0,3.9076473938666686e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.0002623464473681302,50.0,400.0,4.0,1720.0
11,515.3680819276393,20.0,3.638670852414198e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00018752548179747135,50.0,400.0,5.0,1721.0
11,461.9859763708277,20.0,2.6709701345394123e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00012339507454625114,50.0,400.0,6.0,1722.0
11,604.6061261709687,20.0,3.2070619133880854e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.00019390092798440248,50.0,400.0,7.0,1723.0
11,477.56745167737176,20.0,5.847525320694968e-07,0.0,0.0,4.768373855769089e-07,0.4,8.0,0.0002792587766023202,50.0,400.0,8.0,1724.0
12,6631.417853544807,20.0,6.263881030350788e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.004153841249714886,50.0,400.0,1.0,1717.0
12,3235.87906623342,20.0,8.033029766677191e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.002599391286042066,50.0,400.0,2.0,1718.0
12,14768.580289599224,20.0,2.454351957430215e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0036247293942243144,50.0,400.0,3.0,1719.0
12,3087.4458402878486,20.0,1.3254360010102081e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.004092211867886728,50.0,400.0,4.0,1720.0
12,1537.1928221625146,20.0,2.0112323810982837e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.003091651979925105,50.0,400.0,5.0,1721.0
12,1724.1293625093551,20.0,1.7643576305504397e-06,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.003041980796799446,50.0,400.0,6.0,1722.0
12,2695.3713113635927,20.0,1.4619280251455131e-06,1.1825268700031416e-06,0.0,4.768373855769089e-07,0.6,12.0,0.003940438858255649,50.0,400.0,7.0,1723.0
12,8857.179711102977,20.0,2.3262141205729012e-07,0.0,0.0,4.768373855769089e-07,0.6,12.0,0.0020603696512419556,50.0,400.0,8.0,1724.0
13,3.971465886578506,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,1.0,1717.0
13,4.018465001759067,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,2.0,1718.0
13,3.9598149471420188,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,3.0,1719.0
13,3.920751770883745,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,4.0,1720.0
13,4.033530928695354,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,5.0,1721.0
13,4.0248280259656255,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,6.0,1722.0
13,3.924854639316205,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,7.0,1723.0
13,4.036253315775337,40.0,0.0,0.0,0.0,4.547473508866709e-13,1.0,1.0,0.0,50.0,400.0,8.0,1724.0
14,33.22465551552906,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,1.0,1717.0
14,31.403238185394713,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,2.0,1718.0
14,32.85128123471586,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,3.0,1719.0
14,32.50682829999336,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,4.0,1720.0
14,32.411515380197066,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,5.0,1721.0
14,32.30094585120861,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,6.0,1722.0
14,34.61796426426479,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,7.0,1723.0
14,31.182581402272458,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.1,4.0,0.0,50.0,400.0,8.0,1724.0
15,447.08317747765415,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,1.0,1717.0
15,549.4149415018551,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,2.0,1718.0
15,677.9346240764055,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,3.0,1719.0
15,671.3667353403014,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,4.0,1720.0
15,515.3680819276393,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,5.0,1721.0
15,461.9859763708277,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,6.0,1722.0
15,604.6061261709687,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,7.0,1723.0
15,477.56745167737176,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.2,8.0,0.0,50.0,400.0,8.0,1724.0
16,39998.882454050654,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,1.0,1717.0
16,16121.304994407668,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,2.0,1718.0
16,39999.32694057298,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,3.0,1719.0
16,39999.925403829715,40.0,2.3387006393475455e-10,0.0,,4.547473508866709e-13,0.4,16.0,9.354785111579069e-06,50.0,400.0,4.0,1720.0
16,39999.66560449713,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,5.0,1721.0
16,17877.6401918165,40.0,0.0,0.0,0.0,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,6.0,1722.0
16,39999.362402854444,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,7.0,1723.0
16,39999.27035933359,40.0,0.0,0.0,,4.547473508866709e-13,0.4,16.0,0.0,50.0,400.0,8.0,1724.0
17,39998.882454050654,40.0,1.6923933023876787e-10,0.0,,4.547473508866709e-13,0.6,24.0,6.769384076822737e-06,50.0,400.0,1.0,1717.0
17,39999.83861871314,40.0,7.1835291434912895e-12,0.0,,4.547473508866709e-13,0.6,24.0,2.873400064524742e-07,50.0,400.0,2.0,1718.0
17,39999.32694057298,40.0,2.4102592993443214e-10,0.0,,4.547473508866709e-13,0.6,24.0,9.640874972602988e-06,50.0,400.0,3.0,1719.0
17,39999.925403829715,40.0,1.944147249585884e-09,0.0,,4.547473508866709e-13,0.6,24.0,7.776574495749608e-05,50.0,400.0,4.0,1720.0
17,39999.66560449713,40.0,1.1279106482888173e-09,0.0,,4.547473508866709e-13,0.6,24.0,4.5116048763304267e-05,50.0,400.0,5.0,1721.0
17,39998.59514948897,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,50.0,400.0,6.0,1722.0
17,39999.362402854444,40.0,0.0,0.0,,4.547473508866709e-13,0.6,24.0,0.0,50.0,400.0,7.0,1723.0
17,39999.27035933359,40.0,8.18467800400376e-11,0.0,,4.547473508866709e-13,0.6,24.0,3.2738114828623725e-06,50.0,400.0,8.0,1724.0
