episode,rmse_mean,rmse_se
1,0.48304589153964805,
2,0.44646725303228224,0.0019193416902856125
3,0.41177010831233085,0.00453239009097583
4,0.38319056627854975,0.008906478688247404
5,0.35983978165187963,0.013151429058760713
6,0.3216260377895096,0.01269158090905724
7,0.29921557485896744,0.01986499370689983
8,0.28322183690481,0.02279441315817164
9,0.25777131058601455,0.02883531584211252
10,0.2398521085911809,0.036286342385398115
11,0.22528746766837576,0.03542915735694788
12,0.21423291477965795,0.03563321166781032
13,0.20123313413772453,0.03197074773226297
14,0.1928461413889644,0.03211041181380361
15,0.18505103833001896,0.0334713163515415
16,0.17703341037376746,0.03266941533658287
17,0.16978437633891574,0.034584826451054027
18,0.16594661924921877,0.034806531391707
19,0.16472808249180285,0.03456517301023942
20,0.15814184112545698,0.0356283184065102
21,0.15610484278189712,0.035821684497488675
22,0.15234354870231281,0.03526381816447063
23,0.15046010754912614,0.03564881283569888
24,0.14866515052613155,0.035094131973281
25,0.1469806591646013,0.03447245309257274
26,0.14526395838045827,0.034224927201173996
27,0.14469057007969596,0.034532584216652826
28,0.14423801083615082,0.03372374927593569
29,0.14217514923552507,0.03383249054258795
30,0.1409991642555739,0.03424178905217037
31,0.1393145180855777,0.03399794125588506
32,0.13759956630035147,0.033726356420045296
33,0.13625674282001207,0.03380161203458199
34,0.1350429563244177,0.03350483876196006
35,0.1339846856937012,0.03357463954574013
36,0.13274639079809916,0.033343448900161166
37,0.13142882274119105,0.03322060089339421
38,0.12935236034004605,0.033330575651710236
39,0.1283307189291702,0.03327762438797501
40,0.12801410421991083,0.033029035600921186
41,0.12709089008255897,0.0329251323706481
42,0.12664396700814948,0.03301678478920398
43,0.12610696154421763,0.032849093539583686
44,0.12522383939303053,0.03263767070193695
45,0.12433964410721832,0.03281275068929867
46,0.12353132809657223,0.03269571659253973
47,0.12184165357403513,0.03266016001225494
48,0.12084194500193872,0.03279752425803591
49,0.12057053262252922,0.03286221237689133
50,0.1202542005998549,0.032971776412792704
51,0.11953277175938908,0.032783848244581776
52,0.11914072526929273,0.03259762669706529
53,0.11911364965519247,0.03232326149134343
54,0.118405549528855,0.03257697093619768
55,0.11781405812384463,0.032540096947281695
56,0.11768450649345497,0.03260631032858657
57,0.1173227569897829,0.03246270696988391
58,0.11728393017633079,0.032266282900156144
59,0.11709444939458766,0.032313092568709234
60,0.11696297090933275,0.03222596509562292
61,0.1165441732879376,0.03218679503931168
62,0.11571488357065489,0.03219340539777732
63,0.11519695550684025,0.03206111923489668
64,0.11453647273033034,0.03197315604504804
65,0.11434145082481725,0.03183662798045683
66,0.11372837504871569,0.03182030705454197
67,0.11359136523716347,0.03163591216145714
68,0.11338931122208251,0.03151536886343985
69,0.11323400713381622,0.03148711778399037
70,0.11288884838619562,0.031457605445423586
71,0.11285377853772798,0.03151785143405274
72,0.11219379215939088,0.03168605932848083
73,0.11194082063218806,0.031542493810708144
74,0.1117882219405923,0.03156484731913328
75,0.11141784678380617,0.03143671117396431
76,0.11072528629967407,0.03153525413969888
77,0.1105253546296419,0.03163079365351024
78,0.10995015604707678,0.03144733464122623
79,0.10978334345389322,0.03134443577888557
80,0.10947006502991699,0.03141814098166466
81,0.10911537504654126,0.031341478967171224
82,0.10904246532191875,0.031239360331043495
83,0.10899717538003095,0.031352627397147205
84,0.10882047774287577,0.031397731792969875
85,0.10862595320676946,0.03144137385518045
86,0.1087850604135449,0.03140564352517285
87,0.1088066929753269,0.03137525867395906
88,0.10858702394505367,0.031502332449089336
89,0.1080837053772918,0.031404111659532774
90,0.1078125947746946,0.031494827316577385
91,0.1077285938248328,0.03150999655830042
92,0.10754189848683308,0.03158884348901879
93,0.10699318883730284,0.031573916448849985
94,0.10652052842262397,0.031705975026588104
95,0.10626730955124664,0.03161400314158571
96,0.10609483469937878,0.03159843908643081
97,0.10577735164522331,0.031558926634585344
98,0.1057430586461308,0.031620474695588006
99,0.10543026241847375,0.03160291967499058
100,0.10500965297188684,0.03168632119028849
101,0.10467266998985578,0.03180634874529169
102,0.10469895931523834,0.031777470124370884
103,0.1045793984947466,0.03182834678602817
104,0.10416777113968105,0.03186710954036595
105,0.10408520460227791,0.03180315558310569
106,0.10397140774852046,0.03185027562862804
107,0.10380561034238064,0.0317946604131325
108,0.10354311261074342,0.03183117815696668
109,0.10354119374740937,0.0318160540160564
110,0.1035183073895862,0.03181705899167766
111,0.10329948620213644,0.03189550737384975
112,0.10322709413612499,0.0318705674051278
113,0.1030600179980963,0.031878714211294
114,0.102867837876538,0.031835581130256314
115,0.10260233209068317,0.031823405707158435
116,0.10227341226717548,0.03175159096227402
117,0.10231197948396935,0.031742153903420924
118,0.10192775042200378,0.03164831267480515
119,0.10192146502632422,0.031650539982165646
120,0.10203835612308845,0.03173573525684099
121,0.10204663741596269,0.031733157577213365
122,0.10193827699814795,0.0316797927672691
123,0.10178386978349838,0.03161220444689446
124,0.10154413987770564,0.03157750114951838
125,0.10133838208469355,0.031616563867798195
126,0.1012218024062721,0.031631011035550785
127,0.10099318227951481,0.031732534316226794
128,0.1009558181566678,0.031751927494492224
129,0.1008271867783872,0.031679510489416814
130,0.1007740764445512,0.03170510094595425
131,0.10070883735983002,0.031726280202129635
132,0.10059787824529323,0.031747952809297125
133,0.10050948121533268,0.03175657368947683
134,0.10035219488444916,0.03173241238339747
135,0.10048283891244188,0.03171841512539402
136,0.10037749533047646,0.03167366481815794
137,0.1003863525053745,0.031736001837995235
138,0.10013439688003142,0.03174202275863098
139,0.0999738011199079,0.031717891882920894
140,0.09970837468873361,0.03181135082319236
141,0.09960802967794118,0.03184890375725459
142,0.099533008879734,0.03188097332173381
143,0.09947031820484212,0.03192804704089677
144,0.09941952176674256,0.03187297900610515
145,0.09929616775475543,0.031908170550620917
146,0.09912750706920662,0.03195167264005397
147,0.09908669900019562,0.031977542349261534
148,0.09912945206230536,0.031995605695080476
149,0.09903678768873023,0.03202574986824858
150,0.09922045529526437,0.03196418541742098
151,0.09905030522396427,0.03197206371061245
152,0.09879752336820401,0.03194331422520013
153,0.0986438935065375,0.03190134242353214
154,0.09863707759028129,0.03190879517824041
155,0.0986018617706971,0.031785621137676204
156,0.09851545813986542,0.03184600138688878
157,0.09838198895492686,0.031777147178603
158,0.09826818866063632,0.03178596908977569
159,0.0981480814128532,0.03171692331593946
160,0.09803820264266878,0.03163899039772635
161,0.09804850565681193,0.031642692303394726
162,0.0978855284049279,0.03162044581543583
163,0.09783262438013576,0.03159400549295141
164,0.09771744267833198,0.031659973950523196
165,0.0975892387064827,0.03166291937599095
166,0.09744569150026469,0.031652410205272534
167,0.09731803397477638,0.03162345986822983
168,0.09736433506631238,0.03159591703630542
169,0.09730991127475466,0.03164830528604035
170,0.0971872113629084,0.03167621855033495
171,0.09703209482258093,0.0317208847331682
172,0.0970428081170757,0.031717920303715424
173,0.09697007825730546,0.031751883027882635
174,0.09680264296802865,0.03168398349702704
175,0.09674480650095789,0.031655907135031316
176,0.09653751824123077,0.03163521857532643
177,0.09651541852105958,0.031616701411320905
178,0.0965042183222012,0.03162612885309357
179,0.09635576539864706,0.03161676386680995
180,0.09624217949350948,0.03162810677267853
181,0.09610487351978639,0.03165442795596609
182,0.09599080481824211,0.03168662344403042
183,0.0959442479739703,0.03173343108690687
184,0.09587710833432371,0.03174146773961256
185,0.09584244386887589,0.03178831260342752
186,0.09575268260080716,0.03179925635351159
187,0.09556360332485972,0.03178503005824788
188,0.0954363673398428,0.03174232501144164
189,0.0954156360700158,0.03178155334425617
190,0.09526904877308427,0.03182147175291181
191,0.09525065743258751,0.031876631741923234
192,0.09534288361861469,0.03185396190283073
193,0.09529460124955533,0.03182354513879354
194,0.0952436679385977,0.03177203222259104
195,0.09519746431695254,0.031778357157959854
196,0.09505418926220485,0.03181733232512466
197,0.09477103486120302,0.03183595073730954
198,0.09478776886168128,0.03189324032626077
199,0.09457882855444408,0.031898452863056106
200,0.09447226536551967,0.031837635126082335
201,0.09434687358546343,0.03188876314831264
202,0.09433312383881545,0.03188801171061711
203,0.09438672832087261,0.031896252028817976
204,0.0943397406258294,0.03188583986819117
205,0.09426888482402482,0.0318305242276496
206,0.09413423413199212,0.03178473179595181
207,0.09414177145043223,0.03185300746350209
208,0.09415725087465646,0.0318774314569472
209,0.09405325447473611,0.03182271467589345
210,0.09403829623577191,0.031818656819210145
211,0.09385906997817982,0.03183637994232673
212,0.09383726498310899,0.03188307976732094
213,0.09367442003482605,0.031875794986273555
214,0.09367981904184818,0.03190252819070256
215,0.09351905435343227,0.03189174362569568
216,0.0934727153499497,0.03189568032007849
217,0.0934213035442825,0.03185792442142965
218,0.09340499740311367,0.03186103564446724
219,0.09330739787267264,0.03189749622574858
220,0.09318925624214824,0.03190471221524056
221,0.09316232497371471,0.031906912655759324
222,0.0931878002650912,0.03180693785121505
223,0.09299254937396703,0.03178985840221468
224,0.09296584587136704,0.031820449401030855
225,0.09296591708656174,0.03183705615005316
226,0.09287050453054128,0.03181616699003964
227,0.09289549779763542,0.031810398679030974
228,0.09287156516213195,0.031783399812277936
229,0.09288676540698995,0.031784222860976395
230,0.0926907140193316,0.031738205450878076
231,0.09263530997643196,0.03173015363564228
232,0.09246854651990313,0.031714951713864147
233,0.09238081412993263,0.031705797385792135
234,0.0923420278339584,0.031724323495761146
235,0.09227767992144423,0.03172326452481181
236,0.09220877158074803,0.03169334524308085
237,0.09222000308289144,0.03170512367707658
238,0.09216671470074751,0.031709938085084564
239,0.09211640886092967,0.031715180865571485
240,0.092134289826346,0.03172671641517018
241,0.09214454329158843,0.031731650179283186
242,0.09220527145413764,0.03174927670675738
243,0.09215258454594505,0.031760550628269005
244,0.09208264365162554,0.03171824354051413
245,0.09202855729143614,0.03172865398859942
246,0.0919602442074712,0.03171439296599479
247,0.09185385596851113,0.031721723203545577
248,0.09173253803466111,0.03171388273439235
249,0.09174371269873424,0.03171115803340695
250,0.09182020379048805,0.03168645277672181
251,0.09175298735776563,0.03165534162185569
252,0.09174261577505277,0.031689093141418864
253,0.09166717066689123,0.031704905503793866
254,0.091709294730976,0.031699095548842406
255,0.0915332466984478,0.03169588114277537
256,0.0914698870786312,0.031702466596076714
257,0.09139096645852778,0.03172546025441052
258,0.09135473073109193,0.03168274733230902
259,0.09127432654453597,0.031638741145488404
260,0.09127674537953732,0.03163913489691796
