episode,alpha
1,0.09999999999999996
2,0.05145349142806082
3,0.030275150519394625
4,0.1
5,0.08833333333333335
6,0.01823824840084153
7,0.1
8,0.025172072018417428
9,0.05524788249246453
10,0.0081828473764192
11,0.1
12,0.08666666666666667
13,0.007844684944635964
14,0.0028223952307735293
15,0.1
16,0.0029822346818247692
17,0.052243247006404904
18,0.01263271058736492
19,0.0019215234170430172
20,0.0035659326599211004
21,0.0031580829039108515
22,0.008304090713199598
23,0.003870835072388029
24,0.004826974569531882
25,0.004334299288561388
26,0.0017497153139994811
27,0.1
28,0.0011916572754782412
29,0.0017233426192544284
30,0.0019120291823735602
31,0.0017096284995684265
32,0.0014823631355454898
33,0.0007535464969793741
34,0.0009853890675318132
35,0.0035193387191967368
36,0.001988034920819231
37,0.0015362950799624679
38,0.0008922179186521577
39,0.0007818660041815657
40,0.001176476968377832
41,0.004421006107360978
42,0.0009112970651502981
43,0.000709212012317487
44,0.0029472509964378973
45,0.0015701437735889795
46,0.0005014175603878366
47,0.0009117265922239269
48,0.00045938238754083616
49,0.000643690081257926
50,0.0005294874950768941
51,0.000504996782989733
52,0.0009403259079153138
53,0.0008050891844985499
54,0.0009397603140049512
55,0.0005064223178763658
56,0.0003857630903611429
57,0.0004755240751903504
58,0.0009850526979001152
59,0.0007585047001673948
60,0.000520330671998746
61,0.0004830317667690264
62,0.00043849289520393563
63,0.0009973224503593454
64,0.0005407070168064032
65,0.00036876348094791244
66,0.0014500223231872261
67,0.0010316170224712365
68,0.00039451072232540006
69,0.0004218460886319817
70,0.0005624587060048158
71,0.0005163179053596296
72,0.00029225454902416227
73,0.0008195440933397301
74,0.00030357525769856214
75,0.00199721865639709
76,0.0008398340994301316
77,0.0005631811079623126
78,0.0003801798560916282
79,0.0004225145133552484
80,0.00027619494225011247
81,0.00030231566336853994
82,0.0004246626080695352
83,0.00034089766050970525
84,0.00028460482341998637
85,0.00031255601401537655
86,0.000455441655627697
87,0.0014705882352941176
88,0.0003119496996403413
89,0.00025414416375216736
90,0.00041570054127195664
91,0.000313145752761764
92,0.00023180698122179854
93,0.0003990841585818332
94,0.00022288873626842857
95,0.0006242336176473203
96,0.0002620206604926632
97,0.0003153529576606696
98,0.000269732307003161
99,0.00030438080311015226
100,0.00022223527170408018
101,0.00019569733216983663
102,0.00034185488381672315
103,0.00025673582673836555
104,0.0007746333402189631
105,0.00023424933189208954
106,0.0003103627025842611
107,0.00027486842420846783
108,0.0002360874312562172
109,0.0001766447355264488
110,0.0003326967852213229
111,0.0003986395339901477
112,0.00020841922401812466
113,0.00021600610534945798
114,0.0002247455630374673
115,0.00017335095354609225
116,0.00023977192297898586
117,0.00018642084670320583
118,0.00027665117203736964
119,0.00033830901127576614
120,0.0005526849516975412
121,0.0004411383992979472
122,0.00023480030109005498
123,0.0001841657824832897
124,0.0002254668152946792
125,0.0001986306514007725
126,0.00015156605679946387
127,0.0001679466941201003
128,0.00013402896466079735
129,0.00015859397523161902
130,0.0005870775416205625
131,0.00024182059914504004
132,0.00019556867851934167
133,0.00021716000713355776
134,0.00013675350414212132
135,0.0005274974651151563
136,0.000169866191766522
137,0.00017054891208503336
138,0.00014896636037690377
139,0.0002657286909275069
140,0.00017720123361843754
141,0.0002317222702826068
142,0.00012638921791758358
143,0.0002803075512130087
144,0.0002369072873242262
145,0.00016770386178274784
146,0.0004787730695114926
147,0.00017063501442897804
148,0.00016661451310673761
149,0.00046511841580699413
150,0.00030733790102121253
151,0.00033396497953882295
152,0.00012911210007571352
153,0.00018054375504710616
154,0.000625
155,0.00013485920863937098
156,0.00039304373207619284
157,0.00023382236176766117
158,0.0006097560975609756
159,0.0001366951190730554
160,0.0006250875472755288
161,0.00036057413212585627
162,0.00028904676906072965
163,0.00014758034279361133
164,0.0001930929962780308
165,0.0005177443467911661
166,0.0001436289501266202
167,0.00016498917971218246
168,0.0001557396471259519
169,0.0001753960442666012
170,0.0005714285714285715
171,0.00013304168684643251
172,0.00035831911963595713
173,0.0001287561466214184
174,0.00013542155686078813
175,0.00016002289716414726
176,0.0007194244604316547
177,0.0001265110833727821
178,0.00013974271925058738
179,0.0005300486191168363
180,0.0004052735775973374
181,0.000546448087431694
182,0.00016869925125061942
183,0.00015020246314729495
184,0.0001308230399325582
185,0.00013099734585012745
186,0.0005000447467334885
187,0.00015076096816984605
188,0.00015050230763568448
189,0.0005263157894736842
190,0.0001464961983667547
191,9.59409362733531e-05
192,0.00016434678252675894
193,0.00012045614755335747
194,0.00027673566033189015
195,0.00011535347828097955
196,0.0001080789963713583
197,0.0001529103176019138
198,0.0001028762530158684
199,0.00010974643151335007
200,0.00015621718462691562
201,0.0003997707850775358
202,0.0001193357396927159
203,0.00019201877365283547
204,0.00010778736255157344
205,0.00010270418142821315
206,0.00014514897423107326
207,0.00010004093582361985
208,0.00042776907001044936
209,0.0001726269715027553
210,0.0003137462211437707
211,0.00010514482231989318
212,0.00020383936937772557
213,0.0001283530186554275
214,0.00028798586863406473
215,0.0002137843432789094
216,0.00015891981118975617
217,0.00021156939919829093
218,0.00010246990432038467
219,0.00020608613224874832
220,0.0001956645875992776
221,0.0002435555747098346
222,0.00010779013332687479
223,0.00019828081842415007
224,9.191725667778595e-05
225,0.00015052818386129168
226,0.00031876641899403316
227,0.00011447831482476309
228,0.00011520383211843817
229,0.00023974590747853714
230,0.0001114434881536688
231,9.290944163158639e-05
232,0.00010747854330003256
233,0.00013479025225523471
234,0.00010956248882440065
235,0.0001367776057142718
236,0.00015731723005898843
237,0.00011817510427474827
238,9.121372740886513e-05
239,0.00012439828419080575
240,9.110041518264391e-05
241,0.00011938401579933723
242,9.904434366716093e-05
243,0.00021238286829668748
244,0.00014036774600359168
245,8.256580520483146e-05
246,0.00018045307804471188
247,0.0001127609733568445
248,9.09113577551826e-05
249,0.00010072348777207844
250,9.384650374934027e-05
251,0.00010321330797078223
252,0.0001505237167440666
253,7.960575260731719e-05
254,9.123711125739054e-05
255,0.00029036953422053235
256,0.00010622426669970318
257,7.939030852204486e-05
258,8.993952233446199e-05
259,8.077008359297093e-05
260,0.0002198267618241578
261,0.00032812377043395816
262,8.162456387046386e-05
263,0.000198020326778699
264,0.00012766993863861552
265,0.0001171373194952378
266,9.257725673216784e-05
267,7.723333539194121e-05
268,0.00037174721189591083
269,0.0003703703703703704
270,0.00010598120711455894
271,0.00012930694684542795
272,0.00027607693659354175
273,7.884882968879996e-05
274,0.0002752312076567373
275,0.00010581551920306432
276,0.00011706264291945858
277,8.061227429936035e-05
278,9.690743607578641e-05
279,0.00020870107731262407
280,9.674364782248152e-05
281,8.515535139224219e-05
282,8.53774179295963e-05
283,0.00018218253675298223
284,0.00017312187029624123
285,0.00010040498050102955
286,0.00011615323363737804
287,8.751878322509284e-05
288,8.151687861248752e-05
289,0.00011063150903581017
290,8.37324959459474e-05
291,9.562262989224115e-05
292,7.873672667101631e-05
293,6.67826010852147e-05
294,7.4424416086715e-05
295,0.00010868737993332141
296,0.00010321262332815352
297,6.669870307857384e-05
298,0.00022349539533169358
299,0.0002742248710908726
300,7.524152664954859e-05
301,6.744280459725885e-05
302,0.00015701831846930275
303,0.00013357182878656124
304,0.0003322259136212625
305,0.00010967644410996655
306,0.00014687968192924779
307,8.901061531188447e-05
308,7.681818851052304e-05
309,7.464335033176658e-05
310,0.0001507903566941995
311,7.841647655717503e-05
312,0.00010850638143812156
313,9.017648760918526e-05
314,0.0003194888178913738
315,7.268738375203131e-05
316,0.0001101912997166935
317,8.885211991769468e-05
318,6.467318120919395e-05
